Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Season,Episode,seriesID,totalSeasons
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Silence,2019,N/A,01 Sep 2019,N/A,"Short, Drama",Francisco Froes,Francisco Froes,"Sara Sampaio, Rafael Morais, Elizabeth Yamauchi",A series of events in a weed delivery boy's day lead to permanent change in his life and those around him.,English,United States,N/A,N/A,N/A,N/A,N/A,tt10195786,movie,N/A,N/A,N/A,N/A,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Sing,1989,PG-13,31 Mar 1989,98 min,"Drama, Musical",Richard Baskin,Dean Pitchford,"Lorraine Bracco, Peter Dobson, Jessica Steen",A teen film about an Italian punk forced to work with an innocent Jewish girl.,English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BNjEwZWNmOTUtMTVlNi00MzRhLTgyZTEtYzBhYTg2MzVhMGVkXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.7,988,tt0098335,movie,N/A,"$2,260,616",N/A,N/A,6.7/10,43%,,,,,
True,,Sing,2016,PG,21 Dec 2016,108 min,"Animation, Comedy, Family","Garth Jennings, Christophe Lourdelet",Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane","In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.","English, Japanese","Japan, United States",3 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_SX300.jpg,59,7.1,"206,430",tt3470600,movie,N/A,"$270,578,425",N/A,N/A,7.1/10,71%,59/100,,,,
True,,Passengers,2008,PG-13,26 Sep 2008,93 min,"Mystery, Romance, Thriller",Rodrigo García,Ronnie Christensen,"Anne Hathaway, Patrick Wilson, David Morse",A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.,English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BMTQ3ODE5MjIzMV5BMl5BanBnXkFtZTcwNTc4Nzc5MQ@@._V1_SX300.jpg,40,5.8,"40,432",tt0449487,movie,N/A,"$292,437",N/A,N/A,5.8/10,19%,40/100,,,,
True,,Passengers,2016,PG-13,21 Dec 2016,116 min,"Drama, Romance, Sci-Fi",Morten Tyldum,Jon Spaihts,"Jennifer Lawrence, Chris Pratt, Michael Sheen",A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.,"English, Spanish, Japanese, French","Hong Kong, Australia, United States",Nominated for 2 Oscars. 2 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYzRjNTFmMzQtM2JhZi00ZTI0LTlhMjMtNzQ4YWRhZGVmZWRmXkEyXkFqcGc@._V1_SX300.jpg,41,7.0,"485,835",tt1355644,movie,N/A,"$100,014,699",N/A,N/A,7.0/10,30%,41/100,,,,
True,,Passengers,2025,N/A,06 Sep 2025,N/A,"Short, Comedy",N/A,N/A,N/A,"A friendly middle-aged rideshare driver finds himself swept away by a series of daydreams, taking him on an unforgettable adventure that changes his life forever.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMzY5NGJkNTgtNjIwYi00NWIxLTg4NDQtZTlmNjE2ZmViZTRlXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt35624666,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Patriots Day,2016,R,13 Jan 2017,133 min,"Action, Crime, Drama",Peter Berg,"Peter Berg, Matt Cook, Joshua Zetumer","Mark Wahlberg, Michelle Monaghan, J.K. Simmons","The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.","English, Chinese, Arabic","Hong Kong, United States",2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BODYxMDc0NTg2Nl5BMl5BanBnXkFtZTgwNjY0NDYzOTE@._V1_SX300.jpg,69,7.3,"119,811",tt4572514,movie,N/A,"$31,886,361",N/A,N/A,7.3/10,80%,69/100,,,,
True,,Collateral Beauty,2016,PG-13,16 Dec 2016,97 min,"Drama, Romance",David Frankel,Allan Loeb,"Will Smith, Edward Norton, Kate Winslet","Retreating from life after a tragedy, a man questions the universe by writing to Love, Time, and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and ...",English,United States,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ5ODE4MTY2NV5BMl5BanBnXkFtZTgwMzM2NzEzMDI@._V1_SX300.jpg,23,6.8,"107,736",tt4682786,movie,N/A,"$31,016,021",N/A,N/A,6.8/10,14%,23/100,,,,
True,,Fences,2016,PG-13,25 Dec 2016,139 min,Drama,Denzel Washington,August Wilson,"Denzel Washington, Viola Davis, Stephen McKinley Henderson","A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.",English,"United States, Canada",Won 1 Oscar. 60 wins & 122 nominations total,https://m.media-amazon.com/images/M/MV5BOTg0Nzc1NjA0MV5BMl5BanBnXkFtZTgwNTcyNDQ0MDI@._V1_SX300.jpg,79,7.2,"122,477",tt2671706,movie,N/A,"$57,682,904",N/A,N/A,7.2/10,92%,79/100,,,,
True,,La La Land,2016,PG-13,25 Dec 2016,128 min,"Comedy, Drama, Music",Damien Chazelle,Damien Chazelle,"Ryan Gosling, Emma Stone, Rosemarie DeWitt","When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers.","English, Cantonese","United States, Hong Kong",Won 6 Oscars. 242 wins & 307 nominations total,https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_SX300.jpg,94,8.0,"735,553",tt3783958,movie,N/A,"$151,101,803",N/A,N/A,8.0/10,91%,94/100,,,,
True,,Office Christmas Party,2016,R,09 Dec 2016,105 min,Comedy,"Josh Gordon, Will Speck","Jon Lucas, Scott Moore, Timothy Dowling","Jason Bateman, Olivia Munn, T.J. Miller","When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand...","English, Russian","United States, India",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMDhiMjg4ODMtYjgyNi00YjZkLWE0ZGItNjU0NGVlMzViZjdlXkEyXkFqcGc@._V1_SX300.jpg,42,5.9,"92,013",tt1711525,movie,N/A,"$54,767,494",N/A,N/A,5.9/10,41%,42/100,,,,
True,,LA LA Land,2008,N/A,28 Feb 2008,26 min,Comedy,"Jason Gajda, Mark Duncan","Mike Caravella, Jason Gajda","Mike Caravella, Robert Rusler, Doren Sorell","What happens when a dim-witted New York Italian guy moves to Hollywood seeking fame and fortune? LA LA Land is the story of relentless Mikey Forearms, and his partner in stupidity Johnny, as they chase the dream and stumble their ...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDBkOWE0MGItZTliZi00ZGNjLThhZjUtMmZhZjY4OTQwNmRjXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.3,21,tt1179042,movie,N/A,N/A,N/A,N/A,7.3/10,,,,,,
True,,Believe,2013,PG,25 Jul 2014,96 min,"Drama, Sport",David Scheinmann,"Massimiliano Durante, Carmelo Pennisi, David Scheinmann","Jack Smith, Brian Cox, Natascha McElhone","A gifted young football player who gets into trouble for a petty crime is brought to the attention of former Manchester United coach Matt Busby, who comes out of retirement to help the boy and his teammates.",English,United Kingdom,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTQwODYzNzM3OV5BMl5BanBnXkFtZTgwODA2NTc0MjE@._V1_SX300.jpg,39,5.7,"1,057",tt2009606,movie,N/A,N/A,N/A,N/A,5.7/10,30%,39/100,,,,
True,,Believe,2016,PG,02 Dec 2016,119 min,Drama,Billy Dickson,Billy Dickson,"Ryan O'Quinn, Shawnee Smith, Danielle Nicolet",A small-town business owner tries to save the local Christmas pageant against all odds.,N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjlmMDk1ODctOTRjOS00NTdkLTg0ZjYtMjc0ODJmZjEzMmE3XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.0,480,tt4700756,movie,N/A,"$890,303",N/A,N/A,5.0/10,33%,,,,,
True,,Believe,2019,N/A,23 Feb 2019,N/A,"Short, Drama",Tzvia LoRusso,Tzvia LoRusso,"Joseph O'Connor, Abby Hosmer, Bryson JonSteele","A scrappy writer on the verge of eviction, struggles finishing a story for a cash prize.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzIzNTQ3OWUtOTljNS00MTA5LWEzYzUtZTJkNzU4ZTkxMTQ2XkEyXkFqcGdeQXVyNTM3MDI4NTI@._V1_SX300.jpg,N/A,N/A,6,tt9734438,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Believe,2009,N/A,27 Jun 2009,20 min,"Short, Drama",Paul Wright,Paul Wright,"Kate Dickie, Paul Thomas Hickey, Michael Smiley","The story of one man's grief following the death of his wife. The film captures a desperate journey, played out against beautifully isolated highland landscapes.",English,United Kingdom,2 wins,https://m.media-amazon.com/images/M/MV5BMTc3OTU2MzM0Ml5BMl5BanBnXkFtZTgwMzI5MzA2MDE@._V1_SX300.jpg,N/A,7.6,43,tt1499912,movie,N/A,N/A,N/A,N/A,7.6/10,,,,,,
True,,Believe,2019,N/A,12 Feb 2019,109 min,Drama,Paul Cox,N/A,N/A,A journey of love and finding ones true self in a time of crisis.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZmY4YmJmMmQtYWI5Mi00YmY0LTlkZGItZDU5YTAxMjEyOWY5XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.4,16,tt7399140,movie,N/A,N/A,N/A,N/A,5.4/10,,,,,,
True,,Believe,2014,N/A,N/A,19 min,"Short, Action, Drama",Paul Mignot,Frederic Roumy,"Luis Casasola, Pablo Nunez, Lawrence Delgado","Chaya, a school teacher in India, is telling the story of Diwali to her pupils. At the same time in the US, Murray who is a war photographer is about to meet his family for the first time after a tour in Afghanistan with the US Ar...","English, Spanish","France, Argentina, India, United States",N/A,https://m.media-amazon.com/images/M/MV5BMjM5OTIwMzcyMF5BMl5BanBnXkFtZTgwNDc0MTQ2MzE@._V1_SX300.jpg,N/A,6.8,11,tt4254540,movie,N/A,N/A,N/A,N/A,6.8/10,,,,,,
True,,Incarnate,2016,PG-13,02 Dec 2016,87 min,"Horror, Thriller",Brad Peyton,Ronnie Christensen,"Aaron Eckhart, Carice van Houten, Catalina Sandino Moreno","A scientist with the ability to enter the subconscious minds of the possessed must save a young boy from the grips of a demon with powers never seen before, while facing the horrors of his past.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTI4NDkxMTAxM15BMl5BanBnXkFtZTgwMzU1Mzk5OTE@._V1_SX300.jpg,30,5.3,"14,609",tt3216348,movie,N/A,"$4,799,774",N/A,N/A,5.3/10,,30/100,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Believe,2000,PG,18 Apr 2000,96 min,"Family, Horror",Robert Tinnell,"Richard Goudreau, Roc Lafortune, Robert Tinnell","Ricky Mabe, Mario Boni, Justin Bradley","After being kicked out of boarding school after boarding school, Ben is sent to live with his stern grandfather in a small town where nobody is interested in him except a girl named Katherine. The two become fast friends despite u...",English,Canada,1 nomination,https://m.media-amazon.com/images/M/MV5BMTM0OTE3NTY2M15BMl5BanBnXkFtZTcwODMxMzUxMQ@@._V1_SX300.jpg,N/A,5.1,889,tt0207333,movie,N/A,N/A,N/A,N/A,5.1/10,,,,,,
True,,Believe,2007,PG,20 Apr 2007,80 min,Comedy,Loki Mulholland,Loki Mulholland,"Larry Bagby, Lincoln Hoppe, Vanessa DeHart",A Comedy Set Within The World Of Multi-Level Marketing,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ0ODUzODMxMl5BMl5BanBnXkFtZTcwMDA3MTkzMQ@@._V1_SX300.jpg,N/A,5.4,124,tt0447857,movie,N/A,N/A,N/A,N/A,5.4/10,,,,,,
True,,Lion,2014,N/A,16 Aug 2014,19 min,"Short, Drama",Simon Edwards,Simon Edwards,"Ian Virgo, Nicola Posener, Jessica-Jane Stafford",Adam is a broken man in the emotional transition as his family crumbles. Through the heartbreak and pain a chance meeting gives hope once more.,English,United Kingdom,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BODI4OTQyODExM15BMl5BanBnXkFtZTgwNTU4ODI1MTE@._V1_SX300.jpg,N/A,5.9,806,tt3235808,movie,N/A,N/A,N/A,N/A,5.9/10,,,,,,
True,,"Lion, London Zoological Garden",1896,Not Rated,12 Aug 1896,1 min,"Short, Documentary",Alexandre Promio,N/A,N/A,"A male lion, right next to bars that are about 6 or 8 inches apart, keenly watches a uniformed zoo attendant toss small morsels of food into the cage. The lion alternates between finding the food on the cage floor and reaching thr...",None,France,N/A,https://m.media-amazon.com/images/M/MV5BMzY0NDc3OWYtNjFkMS00ZTYzLTlkYzAtZTBkODNmZjEyNTNkXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.2,727,tt0256884,movie,N/A,N/A,N/A,N/A,5.2/10,,,,,,
True,,Lion,2016,PG-13,06 Jan 2017,118 min,"Biography, Drama",Garth Davis,"Saroo Brierley, Luke Davies","Dev Patel, Nicole Kidman, Rooney Mara","A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.","English, Hindi, Bengali","United Kingdom, Australia, United States",Nominated for 6 Oscars. 59 wins & 110 nominations total,https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_SX300.jpg,69,8.0,"261,221",tt3741834,movie,N/A,"$51,738,905",N/A,N/A,8.0/10,84%,69/100,,,,
True,,Miss Sloane,2016,R,09 Dec 2016,132 min,Drama,John Madden,Jonathan Perera,"Jessica Chastain, Mark Strong, Gugu Mbatha-Raw","In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a p...",English,"United Kingdom, France, Canada, United States",1 win & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMTAyODY4Njc4MjBeQTJeQWpwZ15BbWU4MDI0NTIzMDAy._V1_SX300.jpg,64,7.5,"87,136",tt4540710,movie,N/A,"$3,500,605",N/A,N/A,7.5/10,76%,64/100,,,,
True,,Lion,2017,N/A,N/A,12 min,"Short, Horror",Davide Melini,Davide Melini,"Pedro Sánchez, Michael Segál, Tania Mercader",An isolated chalet in a snowy forest... A man blinded by alcohol... A woman unable to rebel... And an 8-year-old child troubled and dark... The silent night is broken with cries... the start of a terrible nightmare!,English,United Kingdom,509 wins & 303 nominations,https://m.media-amazon.com/images/M/MV5BZDI5NDYzNDctY2Y1ZS00ZmY5LWI5ZGItMWNiOWVkZDAyMzU4XkEyXkFqcGdeQXVyMTY0ODQ0OTM@._V1_SX300.jpg,N/A,7.6,35,tt5480036,movie,N/A,N/A,N/A,N/A,7.6/10,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Allied,2016,R,23 Nov 2016,124 min,"Action, Drama, Romance",Robert Zemeckis,Steven Knight,"Brad Pitt, Marion Cotillard, Jared Harris","In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.","English, French, German, Arabic","United Kingdom, United States, China",Nominated for 1 Oscar. 1 win & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNWJiOTUzODItNTYzYS00NGY0LWIzZmEtZDA4MGI5ZWMxMjM2XkEyXkFqcGc@._V1_SX300.jpg,60,7.1,"176,688",tt3640424,movie,N/A,"$40,098,064",N/A,N/A,7.1/10,60%,60/100,,,,
True,,Bad Santa 2,2016,R,23 Nov 2016,92 min,"Comedy, Crime, Drama",Mark Waters,"Johnny Rosenthal, Shauna Cross, Glenn Ficarra","Billy Bob Thornton, Kathy Bates, Tony Cox","Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",English,"United States, United Kingdom, Canada",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMjM2MjE5Mzc4OF5BMl5BanBnXkFtZTgwMjc3NjEyMDI@._V1_SX300.jpg,38,5.6,"30,324",tt1798603,movie,N/A,"$17,782,178",N/A,N/A,5.6/10,23%,38/100,,,,
True,,Bleed for This,2016,R,18 Nov 2016,117 min,"Biography, Drama, Sport",Ben Younger,"Ben Younger, Pippa Bianco, Angelo Pizzo","Miles Teller, Aaron Eckhart, Katey Sagal","The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sports' most incredible comebacks.","English, French",United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjAwNzgyNTUxMF5BMl5BanBnXkFtZTgwNzc0ODc1OTE@._V1_SX300.jpg,62,6.8,"32,585",tt1620935,movie,N/A,"$5,083,906",N/A,N/A,6.8/10,70%,62/100,,,,
True,,The Take,1990,R,28 Mar 1990,100 min,"Crime, Drama",Leon Ichaso,"Eugene Izzi, Edward Anhalt, Handel Glassberg","Ray Sharkey, R. Lee Ermey, Larry Manetti",An ex-Miami cop just back from prison for corruption gets caught up in the Florida drug trade.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTk4NTc0Mzc1N15BMl5BanBnXkFtZTcwNzI5NzYxMQ@@._V1_SX300.jpg,N/A,5.3,53,tt0100739,movie,N/A,N/A,N/A,N/A,5.3/10,,,,,,
True,,The Take,2004,Unrated,18 Mar 2005,87 min,Documentary,Avi Lewis,Naomi Klein,"Matilde Adorno, Michel Camadessus, Bill Clinton","In the wake of Argentina's economics collapse of 2001, factory workers break into abandoned factories and restart production. Could these pioneers of cooperative ownership be a model for rebuilding Argentina's economy?","English, Spanish","Canada, Argentina",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTAxMTY3ODk2NzJeQTJeQWpwZ15BbWU3MDg2NDQ4MjE@._V1_SX300.jpg,66,7.6,"1,230",tt0426596,movie,N/A,"$30,380",N/A,N/A,7.6/10,90%,66/100,,,,
True,,The Take,2007,R,11 Apr 2008,96 min,"Action, Crime, Drama",Brad Furman,"Jonas Pate, Josh Pate","John Leguizamo, Tyrese Gibson, Rosie Perez","After he's shot during a heist in East L.A., an armored truck driver wrestles with rehabilitation and tracking down the man who committed the crime.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTI1NjI1ODg2Ml5BMl5BanBnXkFtZTcwMDY2NDU2MQ@@._V1_SX300.jpg,67,5.8,"2,527",tt0828158,movie,N/A,N/A,N/A,N/A,5.8/10,85%,67/100,,,,
True,,The Take,1974,PG,01 May 1974,92 min,"Action, Crime, Drama",Robert Hartford-Davis,"Franklin Coen, GF Newman, Del Reisman","Billy Dee Williams, Eddie Albert, Frankie Avalon",Crime fighter Terry Sneed arrives in New Mexico to help out a local police chief - but he's already taking money from the underworld.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BYWE1ODkzZjMtZjQxOC00ODJiLWI2ODgtOGJmNjkwN2RmNTJkXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.5,342,tt0072249,movie,N/A,N/A,N/A,N/A,5.5/10,,,,,,
True,,The Edge of Seventeen,2016,R,18 Nov 2016,104 min,"Comedy, Drama, Romance",Kelly Fremon Craig,Kelly Fremon Craig,"Hailee Steinfeld, Haley Lu Richardson, Blake Jenner","High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother.",English,"United States, China",8 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BODE2NjE4NjYyMV5BMl5BanBnXkFtZTgwNzk3MjQ0OTE@._V1_SX300.jpg,77,7.3,"147,297",tt1878870,movie,N/A,"$14,431,633",N/A,N/A,7.3/10,94%,77/100,,,,
True,,Arrival,2016,N/A,29 May 2016,22 min,"Animation, Short",Alex Myung,Alex Myung,N/A,This traditionally animated film tells the journey of how a young boy's personal discovery affects the long-distance relationship he keeps with his mother.,N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTNiMDRlMDQtZTVkNS00MWVhLWFiOGUtMTkxNTgzODBkMWIyXkEyXkFqcGdeQXVyMjMxMTU4MzA@._V1_SX300.jpg,N/A,6.7,107,tt5433758,movie,N/A,N/A,N/A,N/A,6.7/10,94%,,,,,
True,,The Monster,1925,Passed,16 Mar 1925,86 min,"Comedy, Horror, Mystery",Roland West,"Roland West, Crane Wilbur, Willard Mack","Lon Chaney, Gertrude Olmstead, Hallam Cooley",A meek clerk who doubles as an amateur detective investigates some very strange goings-on at a remote mental sanitarium.,"None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BZWE4NmM1YTQtYWJmZS00MmQ3LThiMWEtM2E5MmJjYTJlYzk5XkEyXkFqcGdeQXVyNTA2NDc4OA@@._V1_SX300.jpg,N/A,6.2,"1,334",tt0016123,movie,N/A,N/A,N/A,N/A,6.2/10,,,,,,
True,,The Monster,2016,R,06 Oct 2016,91 min,"Drama, Fantasy, Horror",Bryan Bertino,Bryan Bertino,"Zoe Kazan, Ella Ballentine, Aaron Douglas",A mother and daughter must confront a terrifying monster when they break down on a deserted road.,English,"United States, Canada",6 nominations total,https://m.media-amazon.com/images/M/MV5BOTI2MjY3MDkzOV5BMl5BanBnXkFtZTgwODQ4NTQ0MDI@._V1_SX300.jpg,69,5.4,"19,966",tt3976144,movie,N/A,"$12,544",N/A,N/A,5.4/10,81%,69/100,,,,
True,,Arrival,2024,N/A,31 Dec 2024,6 min,"Short, Sci-Fi",Samantha Morales,Samantha Morales,"Claudia Santana, Marieann Real","An Unknown life force takes control of a young woman's life, during a quiet evening alone with her fiance.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNWI3MDlhZGItM2E1Ny00MDVjLTg3ZGMtZDRmMjA2YTgxZDhkXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt31069736,movie,N/A,N/A,N/A,N/A,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Error getting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Arrival,2016,PG-13,11 Nov 2016,116 min,"Drama, Mystery, Sci-Fi",Denis Villeneuve,"Eric Heisserer, Ted Chiang","Amy Adams, Jeremy Renner, Forest Whitaker","Linguist Louise Banks leads a team of investigators when gigantic spaceships touch down around the world. As nations teeter on the verge of global war, Banks and her crew must find a way to communicate with the extraterrestrial vi...","English, Mandarin, Russian","Canada, United States",Won 1 Oscar. 71 wins & 268 nominations total,https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_SX300.jpg,81,7.9,"836,259",tt2543164,movie,N/A,"$100,546,139",N/A,N/A,7.9/10,94%,81/100,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Monster,1953,N/A,N/A,3 min,"Short, Horror, Sci-Fi",Bob Burns,Bob Burns,"Bob Burns, Lionel Comport",Two scientists awake an creature in their private laboratory.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BN2FhYzFiMGQtN2Y1Ny00MDQxLWEwMmMtZGJjNjk1YWZiY2U0XkEyXkFqcGdeQXVyNjE5NjI4NzI@._V1_SX300.jpg,N/A,N/A,N/A,tt10125816,movie,N/A,N/A,N/A,N/A,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Monster,2008,Not Rated,24 Oct 2008,7 min,"Short, Horror",Kevin Treadway,"Bram Stoker, Kevin Treadway","Will Bellais, Chelsea Frirsz, Jaysin Osterkamp","After finding her car trashed, Cindy is stalked by a demonic giant with a hammer named The Tenderizer. She flees into an abandoned warehouse to avoid her would be murderer only to stumble unto a visage much more terrifying.",English,United States,N/A,N/A,N/A,N/A,N/A,tt1506451,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Monster,2021,N/A,16 May 2021,N/A,"Short, Comedy, Horror",Dan Sinclair,"Arielle Brachfeld, Hank Braxtan, Dan Sinclair","Johnny Avila, Linda S. Wong",A struggling young couple comes face to face with the evil that lurks in their home.,English,United States,6 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMmZmYzk5ODAtNzYwYi00NmRjLWI5MGEtYzI5ODYxNzdhYTU5XkEyXkFqcGdeQXVyMjQwMzE5ODk@._V1_SX300.jpg,N/A,N/A,N/A,tt13833876,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Monster,2015,N/A,01 Sep 2015,15 min,"Short, Comedy, Horror",Bob Pipe,"Bob Pipe, James Wren, Richard Glover","Richard Glover, Helen George, Simon Cotton","Trying to resurrect his once successful career, an iconic monster falls in love with his leading lady on the set of a dubious film. The results are bloody hilarious.",English,United Kingdom,4 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNTI1ODQ3NTgtMDE5MC00M2MwLWFiMzEtYjQ0OWQ4M2NlMzM2XkEyXkFqcGdeQXVyMjY2OTEzMjk@._V1_SX300.jpg,N/A,7.5,41,tt4741972,movie,N/A,N/A,N/A,N/A,7.5/10,,,,,,
True,,Shut In,2022,TV-MA,10 Feb 2022,89 min,"Drama, Thriller",D.J. Caruso,Melanie Toast,"Rainey Qualley, Jake Horowitz, Vincent Gallo","When a young mother is barricaded inside a pantry by her violent ex-boyfriend, she must use ingenuity to protect her two small children from escalating danger while finding an escape.","English, Danish",United States,N/A,https://m.media-amazon.com/images/M/MV5BM2I2NWYyYTgtNzIxNS00OGU5LTg3YmItMWJlMGViOWE1ZmQwXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.7,"11,631",tt10131024,movie,N/A,N/A,N/A,N/A,5.7/10,56%,,,,,
True,,Shut In,2016,PG-13,11 Nov 2016,91 min,"Drama, Horror, Mystery",Farren Blackburn,Christina Hodson,"Naomi Watts, Charlie Heaton, Jacob Tremblay","A widowed child psychologist lives an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",English,"Canada, France, United States, India",1 nomination total,https://m.media-amazon.com/images/M/MV5BMjM3MTAyMTE2MV5BMl5BanBnXkFtZTgwMzY5MzM0MDI@._V1_SX300.jpg,25,4.8,"15,391",tt2582500,movie,N/A,"$6,900,335",N/A,N/A,4.8/10,5%,25/100,,,,
True,,The Monster,2018,N/A,28 Jan 2018,10 min,"Short, Drama, Horror",Damien Kazan,Damien Kazan,"Anthony Ingruber, Mathieu Laparade, Tatiana Visée","1997. Ed is a 13 year old boy living with his father. Terrified by the idea of talking to the girl he loves, one night's events will change the way he sees things.",English,France,1 nomination,https://m.media-amazon.com/images/M/MV5BNjI1YTIwOTAtODU2ZS00MDU1LWJhMjMtYTk4ZWVmOWM2YjRmXkEyXkFqcGdeQXVyNTE4OTg3ODY@._V1_SX300.jpg,N/A,N/A,N/A,tt6149098,movie,N/A,N/A,N/A,N/A,,,,,,,
