Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Error,Season,Episode,seriesID,totalSeasons
Slow Burn,1986,R,29 Jun 1986,92 min,"Drama, Thriller",Matthew Chapman,"Matthew Chapman, Arthur Lyons","Eric Roberts, Beverly D'Angelo, Dennis Lipscomb",Jacob Asch is hired by Gerald McMurty to find his ex-wife Laine and their son in Palm Springs. Jacob finds Laine and a teenager named Donnie who may or may not be Gerald's son. He also finds an intricate web of deceit and betrayal...,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTA0MTAyZDktMzY1Ny00ZjZjLWI4Y2YtZDU1YzY2MmViOTI3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,4.9,898,tt0091972,movie,N/A,N/A,N/A,N/A,True,4.9/10,,,,,,,
Slow Burn,2005,R,13 Apr 2007,93 min,"Drama, Mystery, Thriller",Wayne Beach,"Wayne Beach, Anthony Walton","Ray Liotta, Jolene Blalock, LL Cool J","A district attorney is involved in a 24-hour showdown with a gang leader and is, at the same time, being manipulated by an attractive assistant district attorney and a cryptic stranger.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjAxNDQ3NTg0MF5BMl5BanBnXkFtZTcwNTUxNzQ0MQ@@._V1_SX300.jpg,34,5.7,"4,291",tt0376196,movie,N/A,"$1,237,615",N/A,N/A,True,5.7/10,9%,34/100,,,,,
Lonely Hearts,2007,N/A,02 Dec 2012,14 min,"Short, Comedy, Drama",James Keaton,James Keaton,"Martin Freeman, Lucia Giannecchini, Ralph Haddon",A year after his wife leaves him; Jeff seeks solace in meeting women through lonely hearts dating. His attempts are emotionally unsuccessful and Jeff can't seem to move on. His denial manifests itself as a talking soft-toy pig tha...,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTQyMjA1MzI0OF5BMl5BanBnXkFtZTcwMjcyODQxNA@@._V1_SX300.jpg,N/A,7.0,38,tt1010019,movie,N/A,N/A,N/A,N/A,True,7.0/10,,,,,,,
Disturbia,2007,PG-13,13 Apr 2007,105 min,"Crime, Drama, Mystery",D.J. Caruso,"Christopher Landon, Carl Ellsworth","Shia LaBeouf, David Morse, Carrie-Anne Moss",A bored teenager under house arrest starts spying on his neighbors and discovers one of them might be a serial killer.,"English, Spanish",United States,5 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTMyNTIxOTQ3M15BMl5BanBnXkFtZTcwMjU2NzAzMw@@._V1_SX300.jpg,62,6.8,"270,299",tt0486822,movie,N/A,"$80,209,692",N/A,N/A,True,6.8/10,69%,62/100,,,,,
Lonely Hearts,2006,R,20 Oct 2006,108 min,"Biography, Crime, Drama",Todd Robinson,Todd Robinson,"John Travolta, Salma Hayek, Jared Leto","Based on the true story, two homicide detectives track Martha Beck and Raymond Martinez Fernandez, a murderous pair known as the ""Lonely Hearts Killers"" who lured their victims through the personals.",English,"Germany, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BNTM1MjFiZWMtZWEwMi00ODBlLWE1ODAtMjQwMGM0NjJlNDkxXkEyXkFqcGc@._V1_SX300.jpg,60,6.4,"22,977",tt0441774,movie,N/A,"$188,565",N/A,N/A,True,6.4/10,48%,60/100,,,,,
Lonely Hearts,1982,R,21 Oct 1982,106 min,"Comedy, Drama, Romance",Paul Cox,"Paul Cox, John Clarke","Wendy Hughes, Norman Kaye, Jon Finlayson","In this offbeat comedy, an unlikely romance develops between a flamboyant, middle-aged piano tuner and an extremely timid office worker.",English,Australia,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ0MjA5NTczMF5BMl5BanBnXkFtZTcwODczNzA2NA@@._V1_SX300.jpg,N/A,6.9,399,tt0084264,movie,N/A,"$777,087",N/A,N/A,True,6.9/10,100%,,,,,,
Year of the Dog,2019,N/A,26 Mar 2019,23 min,"Short, Thriller",Jeremy Ryan Johnson,Jeremy Ryan Johnson,"Matt Fowler, Madison Leigh, Jeremy Ryan Johnson","Set in Los Angeles' iconic Chinatown, an unstable man becomes dangerously obsessed with a beautiful and mysterious woman.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BN2RiNTNkNzctMzMyOS00ZWNjLWI3ZjQtZTk3NGJmOTk5OTcxXkEyXkFqcGdeQXVyMjIzMjY5NTI@._V1_SX300.jpg,N/A,N/A,N/A,tt9077778,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The TV Set,2006,R,28 Apr 2006,88 min,"Comedy, Drama",Jake Kasdan,Jake Kasdan,"David Duchovny, Sigourney Weaver, Ioan Gruffudd","The story of a TV pilot as it goes through the network TV process of casting, production and finally airing.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BODAyMjEzOTE0NF5BMl5BanBnXkFtZTcwMTc1NjU0MQ@@._V1_SX300.jpg,65,6.5,"6,085",tt0473709,movie,N/A,"$265,198",N/A,N/A,True,6.5/10,64%,65/100,,,,,
The Reaping,1913,N/A,15 Oct 1913,10 min,"Short, Drama",Burton L. King,C. Gardner Sullivan,"Walter Edwards, Louise Glaum, Leona Hutton",N/A,"None, English",United States,N/A,N/A,N/A,7.3,20,tt0494438,movie,N/A,N/A,N/A,N/A,True,7.3/10,,,,,,,
The Reaping,2007,R,05 Apr 2007,99 min,"Horror, Thriller",Stephen Hopkins,"Carey W. Hayes, Chad Hayes, Brian Rousso","Hilary Swank, David Morrissey, Idris Elba","A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.","English, Spanish",United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMzE1OTY2NTctOGE1NS00MGNjLWExMGUtZDk0MjRkNzJjZWUxXkEyXkFqcGc@._V1_SX300.jpg,36,5.6,"45,757",tt0444682,movie,N/A,"$25,126,214",N/A,N/A,True,5.6/10,7%,36/100,,,,,
Firehouse Dog,2007,PG,04 Apr 2007,111 min,"Action, Comedy, Family",Todd Holland,"Claire-Dee Lim, Mike Werb, Michael Colleary","Josh Hutcherson, Bruce Greenwood, Bree Turner","Rexxx, Hollywood's top canine star, gets lost and is adopted into a shabby firehouse. He teams up with a young kid to get the station back on its feet.",English,"United States, Canada",2 nominations total,https://m.media-amazon.com/images/M/MV5BMTkyMDczNjYwMl5BMl5BanBnXkFtZTcwNzcxNzI0MQ@@._V1_SX300.jpg,43,5.5,"6,490",tt0476995,movie,N/A,"$13,932,383",N/A,N/A,True,5.5/10,36%,43/100,,,,,
Are We Done Yet?,2007,PG,04 Apr 2007,92 min,"Comedy, Family",Steve Carr,"Norman Panama, Melvin Frank, Steven Gary Banks","Ice Cube, Nia Long, John C. McGinley","Newlyweds Nick and Suzanne Persons decide to move to the suburbs to provide a better life for their two kids, Lindsey and Kevin. But their idea of a dream home is disturbed by a contractor with a bizarre approach to business.",English,"Canada, United States",3 nominations total,https://m.media-amazon.com/images/M/MV5BMTIwMDQyNjQzNl5BMl5BanBnXkFtZTcwMjEwODI0MQ@@._V1_SX300.jpg,36,4.3,"23,383",tt0422774,movie,N/A,"$49,662,533",N/A,N/A,True,4.3/10,7%,36/100,,,,,
After the Wedding,2019,PG-13,01 Nov 2019,112 min,Drama,Bart Freundlich,"Bart Freundlich, Susanne Bier, Anders Thomas Jensen","Julianne Moore, Michelle Williams, Billy Crudup",A manager of an orphanage in Kolkata travels to New York to meet a benefactor.,"English, Hindi","United States, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BYmQ5ZGFkYWMtNDczZS00YzU2LThkMzEtNWRhM2ExYzY0ZTU5XkEyXkFqcGc@._V1_SX300.jpg,50,6.3,"9,155",tt7985692,movie,N/A,"$1,574,258",N/A,N/A,True,6.3/10,45%,50/100,,,,,
After the Wedding,2017,N/A,28 Jul 2017,88 min,"Comedy, Drama",Claudia Cifuentes,Claudia Cifuentes,"Kandis Fay, Edy Ganem, Nick Puga","Diego Diaz is feeling a little lost. Newly married, and desperate to become a published novelist before his type-A wife, Mariana, gets pregnant, Diego heads down to Miami Beach for a few weeks to finish his latest book, before Mar...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjY4MWY4YzEtMTgzYi00YWMyLThmZTUtNjQ2NGZjZGEwMDljXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.5,147,tt2382622,movie,N/A,N/A,N/A,N/A,True,4.5/10,,,,,,,
Blades of Glory,2007,PG-13,30 Mar 2007,93 min,"Comedy, Sport","Josh Gordon, Will Speck","Craig Cox, Jeff Cox, Busy Philipps","Will Ferrell, Jon Heder, Amy Poehler","Two rival Olympic ice skaters, who have been permanently banned from the men's singles competition due to a feud, exploit a loophole that will allow them to qualify as a pairs team.","English, Japanese",United States,3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTY3MDMyMTYxMl5BMl5BanBnXkFtZTcwMjk0NzI0MQ@@._V1_SX300.jpg,64,6.3,"183,660",tt0445934,movie,N/A,"$118,594,548",N/A,N/A,True,6.3/10,70%,64/100,,,,,
Offside,2006,N/A,24 Sep 2006,7 min,"Short, Drama, War","Guy Nattiv, Erez Tadmor","Guy Nattiv, Erez Tadmor","Liron Levo, Joad Abed El Gani, Ido Mosseri","One fence, four fans, and the game of their lives. This is a story about 4 men and a radio.","English, Hebrew",Israel,4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTMyMTU1MTE3MF5BMl5BanBnXkFtZTcwNjY1MTgzMQ@@._V1_SX300.jpg,N/A,7.0,218,tt0774754,movie,N/A,N/A,N/A,N/A,True,7.0/10,94%,,,,,,
Shooter,1988,N/A,11 Sep 1988,100 min,"Action, Drama",Gary Nelson,"David Hume Kennerly, Steve Kline","Jeffrey Nordling, Noble Willingham, Kario Salem",The story of a group of combat photographers experience war first hand.,English,United States,Won 1 Primetime Emmy. 1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZmUyODgwYmYtNTZhNy00ODMxLTg5OTMtNWM5ZjY1ZDQxNzQ0XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,6.9,117,tt0096100,movie,N/A,N/A,N/A,N/A,True,6.9/10,,,,,,,
First Snow,2006,R,23 Mar 2007,101 min,"Drama, Thriller",Mark Fergus,"Mark Fergus, Hawk Ostby","Guy Pearce, Piper Perabo, William Fichtner",A psychic's ominous reading sends a man into a tailspin.,English,"Germany, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BNDA0OTM5MzQ3M15BMl5BanBnXkFtZTcwMjM2NzI0MQ@@._V1_SX300.jpg,58,6.2,"8,724",tt0432289,movie,N/A,"$214,864",N/A,N/A,True,6.2/10,57%,58/100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
TMNT,2007,PG,23 Mar 2007,87 min,"Animation, Action, Adventure",Kevin Munroe,"Kevin Munroe, Peter Laird, Kevin Eastman","Patrick Stewart, Mako, Chris Evans","When the world is threatened by an ancient evil, the Ninja Turtles must reunite and overcome their faults in order to stand against it.",English,"Hong Kong, United States",3 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1MzcwNTE5OV5BMl5BanBnXkFtZTcwMTIxNzQ0MQ@@._V1_SX300.jpg,41,6.2,"71,236",tt0453556,movie,N/A,"$54,149,098",N/A,N/A,True,6.2/10,35%,41/100,,,,,
Shooter,2007,R,23 Mar 2007,124 min,"Action, Drama, Thriller",Antoine Fuqua,"Stephen Hunter, Jonathan Lemkin","Mark Wahlberg, Michael Peña, Danny Glover","An expert marksman living in exile, is coaxed back into action after learning of a plot to kill the president. Now on the run after being double crossed for the assassination attempt he was trying to prevent, he sets out for the r...",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BYmE0NWZiMjktY2U4MC00MDVmLTljMGMtMWZiMThiNjczNzViXkEyXkFqcGc@._V1_SX300.jpg,53,7.1,"371,811",tt0822854,movie,N/A,"$47,003,582",N/A,N/A,True,7.1/10,47%,53/100,,,,,
Reign Over Me,2007,R,23 Mar 2007,124 min,Drama,Mike Binder,Mike Binder,"Adam Sandler, Don Cheadle, Jada Pinkett Smith",A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BOTYyMTExNTgwNF5BMl5BanBnXkFtZTcwMDY4MTEzMw@@._V1_SX300.jpg,61,7.4,"101,564",tt0490204,movie,N/A,"$19,661,987",N/A,N/A,True,7.4/10,64%,61/100,,,,,
Offside,2009,N/A,25 Feb 2009,101 min,"Comedy, Romance, Sport",Gian Carlo Petraccaro,Gian Carlo Petraccaro,"Terry Rogers, Elena Carapetis, Saxon Cordeaux",Football is life... everything else is mere detail.,English,Australia,N/A,N/A,N/A,6.2,15,tt1693814,movie,N/A,N/A,N/A,N/A,True,6.2/10,,,,,,,
Offside,2015,N/A,04 Jul 2015,16 min,"Short, Drama",Jimmy Dean,Ellie Gocher,"Sydney Wade, Rik Garrad, Sarah Jayne Butler","Eleven-year-old Kirsty struggles to accept her looming womanhood as she learns that she will soon lose her position on the local boy's football team, threatening her relationship with her single father, Mick.",English,United Kingdom,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTIyNGE3MmYtNmU5NS00NDdhLTlkNDYtNTk0Yzg2MTAxMjdjXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.3,86,tt4729750,movie,N/A,N/A,N/A,N/A,True,7.3/10,,,,,,,
Offside,2019,N/A,15 May 2019,101 min,Documentary,Miguel Gaudêncio,Miguel Gaudêncio,"Aleksandra Sudyk, Joanna Pastusiak, Joanna Pres","Offside captures the commitment, passion and comradery of a female Polish football team during their gruelling, but critical pre-season training as their coach, sets the foundation for the new season ahead by pushing them to new l...",Polish,Poland,N/A,https://m.media-amazon.com/images/M/MV5BOGUwM2MwOWItNmJiMi00NmJmLThlNjktZjJhN2EzZGM4MDRiXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.5,212,tt7726508,movie,N/A,N/A,N/A,N/A,True,7.5/10,,,,,,,
The Last Mimzy,2007,PG,23 Mar 2007,90 min,"Action, Adventure, Drama",Robert Shaye,"Bruce Joel Rubin, Toby Emmerich, James V. Hart","Joely Richardson, Rainn Wilson, Timothy Hutton","Two siblings begin to develop special talents after they find a mysterious box of toys. Soon the kids, their parents, and even their teacher are drawn into a strange new world and find a task ahead of them that is far more importa...","English, Spanish",United States,7 nominations total,https://m.media-amazon.com/images/M/MV5BMTIwMTkzMDI1N15BMl5BanBnXkFtZTcwMzc1NzI0MQ@@._V1_SX300.jpg,59,6.2,"22,606",tt0768212,movie,N/A,"$21,471,047",N/A,N/A,True,6.2/10,55%,59/100,,,,,
Boy Culture,2006,Unrated,31 Jan 2007,88 min,"Drama, Romance",Q. Allan Brocka,"Matthew Rettenmund, Philip Pierce, Q. Allan Brocka","Derek Magyar, George Jonson, Patrick Bauchau","A successful male escort describes in a series of confessions his tangled romantic relationships with his two roommates and an older, enigmatic male client.",English,United States,13 wins total,https://m.media-amazon.com/images/M/MV5BMDVhNTE3MDMtZDBjOC00MWNkLTlkOGMtN2NkYmVlNDk3Yzk3XkEyXkFqcGc@._V1_SX300.jpg,56,6.8,"6,045",tt0433350,movie,N/A,"$220,409",N/A,N/A,True,6.8/10,69%,56/100,,,,,
Premonition,1972,PG,08 Nov 1972,83 min,"Horror, Mystery",Alan Rudolph,Alan Rudolph,"Carl Crow, Timothy Ray, Winfrey Hester Hill",Red flowers cause three college students to have deadly premonitions.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMWY4NzU3MTItOTQzMy00ZWM4LTljODctYjMxNTU1NDA0NmFlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,4.6,244,tt0069118,movie,N/A,N/A,N/A,N/A,True,4.6/10,,,,,,,
Nomad,2015,N/A,N/A,9 min,"Short, Comedy, Drama",Brad Bischoff,Brad Bischoff,"Malik Bader, Di Billick",A married man tries to lure his wife away from their own dinner party moments before the guests arrive.,English,United States,N/A,N/A,N/A,N/A,N/A,tt4621858,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Dead Silence,1991,Not Rated,26 Aug 1991,92 min,"Drama, Thriller",Peter O'Fallon,"Bob Bibb, Lewis Goldstein, J. David Miles","Renée Estevez, Lisanne Falk, Carrie Mitchum","Three young students go into a holiday which rapidly turns into horror as they hit-and-run a lonely hitchhiker in desert. They decide to keep the accident a secret, but as more and more evidence begins to turn up, they face the co...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjYzNjMwMTExNV5BMl5BanBnXkFtZTcwODkzNDI3Nw@@._V1_SX300.jpg,N/A,5.3,323,tt0101674,movie,N/A,N/A,N/A,N/A,True,5.3/10,,,,,,,
Premonition,2007,PG-13,16 Mar 2007,96 min,"Drama, Fantasy, Mystery",Mennan Yapo,Bill Kelly,"Sandra Bullock, Julian McMahon, Amber Valletta",A woman has a precognitive vision of her husband's death.,English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BZWFiMTdmZjMtODMyOC00NjUwLTg2ODAtMGFmNDBhZmFlYmZhXkEyXkFqcGc@._V1_SX300.jpg,29,5.9,"84,343",tt0477071,movie,N/A,"$47,852,604",N/A,N/A,True,5.9/10,8%,29/100,,,,,
Premonition,2005,R,22 Nov 2005,90 min,"Action, Mystery, Sci-Fi",Jonas Quastel,Will Stewart,"Casper Van Dien, Catherine Oxenberg, Kyle Jordon Drewitz","After a violent car wreck nearly takes his life, Jack Barnes begins having inexplicable and terrifying premonitions of horrible disasters. As his premonitions start coming true, Jack is soon wanted by the FBI for questioning.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BZTYyMjQwZWMtYTVkMi00YTg4LWI4YjgtMzc0OTczZTM0ZDM1XkEyXkFqcGc@._V1_SX300.jpg,N/A,3.6,569,tt0385961,movie,N/A,N/A,N/A,N/A,True,3.6/10,,,,,,,
Dead Silence,2007,R,16 Mar 2007,89 min,"Horror, Mystery, Thriller",James Wan,"Leigh Whannell, James Wan","Ryan Kwanten, Amber Valletta, Donnie Wahlberg","After his wife meets a grisly end, Jamie Ashen returns to his haunted hometown of Ravens Fair to find answers. His investigation leads him to the ghost of a ventriloquist named Mary Shaw who seems to have ties to his entire family...",English,"Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BMjEyNDQwMTQ3OV5BMl5BanBnXkFtZTcwMTY5MzI0MQ@@._V1_SX300.jpg,34,6.1,"106,735",tt0455760,movie,N/A,"$16,809,076",N/A,N/A,True,6.1/10,21%,34/100,,,,,
Premonition,2023,N/A,13 Oct 2023,26 min,"Short, Drama",Nick Marchuk,"Nick Marchuk, Bryan A. Mackenzie","Bohn Connor, Ashley Escoto, Kot Takahashi",A man struggles to keep his life and relationships from spiraling out of control by fortunes that foresee his immediate future.,English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BNmI0ZTljMjMtMTVjNC00NDZjLTk0NmEtNWU5NWRlYzYxMTA0XkEyXkFqcGdeQXVyMzcxODIxMTQ@._V1_SX300.jpg,N/A,N/A,N/A,tt22940938,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Dead Silence,1997,R,11 Jan 1997,105 min,"Action, Crime, Drama",Daniel Petrie Jr.,"Jeffery Deaver, Donald E. Stewart","James Garner, Kim Coates, Marlee Matlin",A veteran FBI agent negotiates the release of a bus-load of hearing-impaired school-children taken hostage by 3 desperate escaped convicts.,"English, American Sign ","United States, Canada",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzkwMjcxOTYyOV5BMl5BanBnXkFtZTgwNjU4ODc5ODE@._V1_SX300.jpg,N/A,6.1,"1,462",tt0118942,movie,N/A,N/A,N/A,N/A,True,6.1/10,,,,,,,
Nomad,2021,N/A,N/A,N/A,"Adventure, Drama, Romance",Taron Lexton,Taron Lexton (Writer),"Sana'a Shaik, Abbey Hoes, Jordi Webber, Wassim Hawat","A stifled city girl discovers a mysterious nomad with a bizarre condition, which rips them inexplicably across every corner of the earth.",N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTI0M2RmY2EtYzhmZS00NDY4LWE3ZjEtNjMzN2ZkNjVjZDJlXkEyXkFqcGdeQXVyMzA0NjYyMg@@._V1_SX300.jpg,N/A,N/A,N/A,tt10084832,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Tortilla Heaven,2007,PG-13,14 Oct 2008,98 min,Comedy,Judy Hecht Dumontet,"Judy Hecht Dumontet, Julius Robinson, Mitchell Leib","José Zúñiga, George Lopez, Miguel Sandoval","Isidor's Tortilla Heaven is the best restaurant in the world, but has few customers and makes little money in a small town. During Mass one Sunday he is blessed with a miracle: the face of Jesus appears on one of his tortillas.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTEwODgxMTA3NzVeQTJeQWpwZ15BbWU3MDIxNzI0NDE@._V1_SX300.jpg,22,5.3,461,tt0227671,movie,N/A,"$105,401",N/A,N/A,True,5.3/10,25%,22/100,,,,,
Nomad,2018,N/A,20 May 2018,83 min,Drama,Alex Alessi,Alex Alessi,"Alex Alessi, Austin Gelfman, Sarah Weber",A pair of former high school sweet hearts reconnect 10 years later and wonder what could have been.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BY2JiOTc5NGYtNmVlMi00MGFmLWE0ZTctMWU2ZmIyYzQzMGZiXkEyXkFqcGdeQXVyMzE2MzYxMDk@._V1_SX300.jpg,N/A,4.2,14,tt6111842,movie,N/A,N/A,N/A,N/A,True,4.2/10,,,,,,,
Dead Silence,1989,N/A,08 Nov 2016,62 min,Horror,Hugh Gallagher,Hugh Gallagher,"Melissa Buhs, Brad Foltz, Paula Gallagher",Justice is served when mass murderer Sam Mason is put to death in the electric chair... or is it? Would be victim Terri is still haunted by Mason and soon finds death is no deterrent for Mason's spirit as he is hellbent on nailing...,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDQ4NDUwOGEtMTM0ZC00NjkwLTkzM2MtMGZiNTVkZTAxNTBiXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,N/A,5.2,26,tt6278694,movie,N/A,N/A,N/A,N/A,True,5.2/10,,,,,,,
Premonition,1995,N/A,N/A,11 min,Short,Dominic Angerame,N/A,N/A,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjdjZjFlNmMtOWY2NC00MTJlLWE5MDAtNDk3NmQxMDQ1Nzk1XkEyXkFqcGdeQXVyNzM1NzU5NTA@._V1_SX300.jpg,N/A,N/A,N/A,tt12145524,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Beyond the Gates,2016,Not Rated,09 Dec 2016,84 min,"Adventure, Horror",Jackson Stewart,"Jackson Stewart, Stephen Scarlata","Graham Skipper, Chase Williamson, Brea Grant",Two estranged brothers reunite at their missing father's video store and find a VCR board game dubbed 'Beyond The Gates' that holds a connection to their father's disappearance.,English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTQ4ODM0ODk1N15BMl5BanBnXkFtZTgwOTM0MzYwOTE@._V1_SX300.jpg,59,5.1,"6,411",tt4687358,movie,N/A,N/A,N/A,N/A,True,5.1/10,86%,59/100,,,,,
Believe in Me,2006,PG,06 Feb 2006,131 min,"Drama, Sport",Robert Collector,"Robert Collector, Harold Keith","Jeffrey Donovan, Samantha Mathis, Doris Hargrave","In a conservative small town, a young man's wish to coach high school basketball are tweaked by a school board decision that makes him the new coach of the girls' team.",English,United States,3 wins,https://m.media-amazon.com/images/M/MV5BNjc0MGE3YzgtYzNmYy00ZmZiLWI4MGItZWQ1ZTIxYzYzYmIzXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.0,"1,114",tt0419491,movie,N/A,"$209,654",N/A,N/A,True,7.0/10,60%,,,,,,
The Ultimate Gift,2006,PG,09 Mar 2007,114 min,"Drama, Family, Romance",Michael O. Sajbel,"Cheryl McKay, Jim Stovall","Drew Fuller, James Garner, Abigail Breslin","A deceased billionaire leaves his spoiled adult grandson a series of odd tasks to perform in order to receive ""the ultimate gift,"" with the resentful grandson having no idea what that might be.","English, Spanish",United States,4 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZTY1YmEwMWEtODEyMi00ZDNmLTk2ZmEtODU4OTllNzk4N2FjXkEyXkFqcGc@._V1_SX300.jpg,49,7.3,"21,974",tt0482629,movie,N/A,"$3,438,735",N/A,N/A,True,7.3/10,32%,49/100,,,,,
Beyond The Gates,2019,N/A,23 Aug 2019,17 min,"Documentary, Short",N/A,N/A,N/A,"Beyond the Gates explores the controversial push for public access to the beaches along Hollister Ranch in Goleta, California. The film highlights the ranchers' concerns about opening their private property while also stressing me...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2UxNTAwMjAtYWRjYy00YzlmLThmZjEtZjgyODA3MzVlMDlkXkEyXkFqcGdeQXVyMTA0Mzk3MzAx._V1_SX300.jpg,N/A,N/A,N/A,tt10873760,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Believe in Me,1971,R,22 Apr 1972,86 min,Drama,Stuart Hagmann,Israel Horovitz,"Michael Sarrazin, Jacqueline Bisset, Jon Cypher","An intern (Michael Sarrazin) and his literary lover (Jacqueline Bisset) are consumed by their addictions to the drug called speed, methamphetamine.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjQ5YTNhZWQtY2RkZC00N2M5LThkYjAtYzc2ZmE5M2NmMmVmXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.7,193,tt0066822,movie,N/A,N/A,N/A,N/A,True,5.7/10,,,,,,,
300,2006,R,09 Mar 2007,117 min,"Action, Drama",Zack Snyder,"Zack Snyder, Kurt Johnstad, Michael B. Gordon","Gerard Butler, Lena Headey, David Wenham","In the ancient battle of Thermopylae, King Leonidas and 300 Spartans fight against Xerxes and his massive Persian army.",English,"United States, Canada, Bulgaria",19 wins & 57 nominations total,https://m.media-amazon.com/images/M/MV5BMjc4OTc0ODgwNV5BMl5BanBnXkFtZTcwNjM1ODE0MQ@@._V1_SX300.jpg,52,7.6,"897,606",tt0416449,movie,N/A,"$210,629,101",N/A,N/A,True,7.6/10,61%,52/100,,,,,
Zodiac: Signs of the Apocalypse,2014,Not Rated,16 Aug 2014,89 min,"Action, Sci-Fi",W.D. Hogan,David Sanderson,"Joel Gretsch, Aaron Douglas, Reilly Dolman","When a mysterious planet crosses the sun, global catastrophes are unleashed. A rogue scientist is the key to deciphering the symbols and humanity's only chance at survival.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BOTU0OTEyNzk1OF5BMl5BanBnXkFtZTgwMzU0NDMzMjE@._V1_SX300.jpg,N/A,3.3,"1,876",tt3102206,movie,N/A,N/A,Syfy Channel,N/A,True,3.3/10,,,,,,,
Zodiac,2007,R,02 Mar 2007,157 min,"Crime, Drama, Mystery",David Fincher,"James Vanderbilt, Robert Graysmith","Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo","Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",English,United States,3 wins & 71 nominations total,https://m.media-amazon.com/images/M/MV5BNDFkMTRkZmQtM2I0NC00NjJjLWJlMDctNTNiZWYxYzhjZDZiXkEyXkFqcGc@._V1_SX300.jpg,79,7.7,"652,722",tt0443706,movie,N/A,"$33,080,084",N/A,N/A,True,7.7/10,90%,79/100,,,,,
