Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Error,Season,Episode,seriesID,totalSeasons
Puss in Boots,1922,N/A,03 Nov 1922,9 min,"Animation, Short",Walt Disney,"Jacob Grimm, Wilhelm Grimm, Walt Pfeiffer",N/A,"A boy falls for a princess, his cat for hers. But her father does not like the idea of a commoner marrying a noblewoman and kicks him out. After seeing a Rudolpho Valensino movie at the local theater his cat has the idea that he c...",None,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2IzMTBmMWEtODQ3NS00ZGQ3LWI1NjYtNDZmZGZlNjU0ZDJkXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.4,367,tt0013520,movie,N/A,N/A,N/A,N/A,True,5.4/10,,,,,,,
In Time,2005,N/A,20 Jan 2005,19 min,Short,"Maurice A. Dwyer, Adetoro Makinde",Adetoro Makinde,"Abi Tokan-Adeshina, Adegboyega Adewoyin, Adetoro Makinde",Bisi must find a balance between the freedom of her American lifestyle and that of her Yoruba ancestors.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTI2MTg5MDI4Ml5BMl5BanBnXkFtZTcwODA0MDczMQ@@._V1_SX300.jpg,N/A,6.9,40,tt0443544,movie,N/A,N/A,N/A,N/A,True,6.9/10,,,,,,,
Puss in Boots,1954,N/A,N/A,13 min,"Animation, Short","Lotte Reiniger, Carl Koch",Charles Perrault,N/A,"A cat uses trickery and deceit to gain power, wealth, and the hand of a princess in marriage for his penniless master.",N/A,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BOGExY2Q3Y2MtZWU2Yi00MzFlLTljOTQtM2YzZDBkMWZlNmFjXkEyXkFqcGdeQXVyNzAyMjI3NTI@._V1_SX300.jpg,N/A,6.4,60,tt0493052,movie,N/A,N/A,N/A,N/A,True,6.4/10,,,,,,,
In Time,2011,PG-13,28 Oct 2011,109 min,"Action, Sci-Fi, Thriller",Andrew Niccol,Andrew Niccol,"Justin Timberlake, Olivia Wilde, Shyloh Oostwald","In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Will Salas is accused of murder and on the run with a hos...",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX300.jpg,53,6.7,"476,179",tt1637688,movie,N/A,"$37,520,095",N/A,N/A,True,6.7/10,36%,53/100,,,,,
Puss in Boots,1999,N/A,06 Jul 1999,75 min,Animation,Phil Nibbelink,"Jacob Grimm, Wilhelm Grimm, Phil Nibbelink","Kevin Dorsey, Dan Haggerty, Judge Reinhold",Handsome Gunther is a young man with only one possession... a walking and talking cat! This crazy Puss is the cleverest creature in the Kingdom and he's determined to make Gunther into a Prince. But there's a Big obstacle to the c...,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2U3ZGFkOTUtMzUzNC00YzVmLWFiZDktNmRkNmUyNWNhMDg4XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,N/A,4.6,126,tt0202536,movie,N/A,N/A,N/A,N/A,True,4.6/10,,,,,,,
The Three Musketeers,1948,Approved,20 Oct 1948,125 min,"Action, Adventure, Drama",George Sidney,"Alexandre Dumas, Robert Ardrey","Lana Turner, Gene Kelly, June Allyson",D'Artagnan and his Musketeer comrades thwart the plans of Cardinal Richelieu to usurp King Louis XIII's power.,English,United States,Nominated for 1 Oscar. 1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMDQ0YmEzYWMtZThmYy00Y2FhLWI5ZTctMTM4OTdlZmZhMGQxXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.1,"7,378",tt0040876,movie,N/A,N/A,N/A,N/A,True,7.1/10,75%,,,,,,
The Mighty Macs,2009,G,21 Oct 2011,99 min,"Drama, Sport",Tim Chambers,"Tim Chambers, Anthony Gargano","Carla Gugino, Marley Shelton, Ellen Burstyn","In the early '70s, Cathy Rush becomes the head basketball coach of a tiny girls' Catholic college that has no gym and is in danger of being sold, and she determines to steer her team to their first national championship.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTkxMzAxNzIyNl5BMl5BanBnXkFtZTcwNTA2NjI4Ng@@._V1_SX300.jpg,49,6.6,"1,894",tt1034324,movie,N/A,"$1,891,936",N/A,N/A,True,6.6/10,44%,49/100,,,,,
The Three Musketeers,1992,G,01 Jun 1992,50 min,"Animation, Adventure, Family, Romance",N/A,"Alexandre Dumas (novel), Jack Olesker (screenplay written by)","Jeff Bennett, Cam Clarke, Susan Silo",A young man proves his worth in order to belong to the French squad of the musketeers.,English,"Japan, USA",N/A,https://m.media-amazon.com/images/M/MV5BNWZiMzUwNWYtZTk5OC00OThlLThlYWMtZTZlMzZlNDgwMjFkXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg,N/A,7.3,80,tt0831399,movie,N/A,N/A,N/A,N/A,True,7.3/10,,,,,,,
The Three Musketeers,1993,PG,12 Nov 1993,105 min,"Action, Adventure, Romance",Stephen Herek,"Alexandre Dumas, David Loughery","Charlie Sheen, Kiefer Sutherland, Chris O'Donnell","France, 1625. Young d'Artagnan heads to Paris to join the Musketeers, but the evil cardinal has disbanded them. d'Artagnan meets Athos, Porthos, and Aramis, three rogue musketeers, and joins them on their quest to save the king an...",English,"United Kingdom, Austria, United States",2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZGM2NThjMmEtY2I2OC00MDUzLTk4NGQtYjEwMmJkZmExMDJlXkEyXkFqcGc@._V1_SX300.jpg,43,6.4,"60,978",tt0108333,movie,N/A,"$53,898,845",N/A,N/A,True,6.4/10,31%,43/100,,,,,
The Three Musketeers,1916,N/A,06 Feb 1916,63 min,Adventure,Charles Swickard,"Alexandre Dumas, J.G. Hawks","Orrin Johnson, Dorothy Dalton, Louise Glaum",D'Artagnan goes to Paris and becomes a member of the famous King's Musketeers. The Queen sends him on a dangerous mission to England. His three companions are either captured or put out of commission in the course of fights on foo...,"None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU5MDU1ZmEtNWRkOC00NzgxLWE3ODctYmE2NzVmNjYyNTg1XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,N/A,6.1,44,tt0007454,movie,N/A,N/A,N/A,N/A,True,6.1/10,,,,,,,
The Three Musketeers,1973,N/A,23 Nov 1973,N/A,"Animation, Adventure","Joseph Barbera, William Hanna","Alexandre Dumas, Draper Lewis, Zoran Janjic","James Condon, Neil Fitzpatrick, Barbara Frawley",D'Artagnan and his musketeer comrades must thwart the plans of Cardinal Richelieu to usurp King Louis XIII's power.,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BZWVmZDYxZDgtNWM0Yi00MmQ3LTkwNmEtZmRmMmE3MDYyMDU3XkEyXkFqcGdeQXVyMTEwNjM4Njkw._V1_SX300.jpg,N/A,5.4,34,tt0259651,movie,N/A,N/A,N/A,N/A,True,5.4/10,90%,,,,,,
The Three Musketeers,2011,PG-13,21 Oct 2011,110 min,"Action, Adventure, Fantasy",Paul W.S. Anderson,"Alex Litvak, Andrew Davies, Alexandre Dumas","Logan Lerman, Matthew Macfadyen, Ray Stevenson","The young and confident D'Artagnan, along with three former legendary but now down-on-their-luck Musketeers; unite and defeat a beautiful double agent and her villainous employer from seizing the French throne, and engulfing Europ...",English,"United States, Germany, France, United Kingdom",5 nominations total,https://m.media-amazon.com/images/M/MV5BMTM3OTc2OTM2OF5BMl5BanBnXkFtZTcwMDM1MjU1NQ@@._V1_SX300.jpg,35,5.7,"114,290",tt1509767,movie,N/A,"$20,374,484",N/A,N/A,True,5.7/10,27%,35/100,,,,,
The Three Musketeers,1933,Passed,07 Apr 1933,210 min,"Action, Adventure, Drama","Colbert Clark, Armand Schaefer","Alexandre Dumas, Norman S. Hall, Colbert Clark","Jack Mulhall, Raymond Hatton, Francis X. Bushman Jr.","Tom Wayne rescues Clancy, Renard and Schmidt in the Arabian desert and they join him in going after El Shaitan, a bad guy who is never seen as he tries to wipe out the Foreign Legion.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmMwZTc5YTktZDBmZC00MWY0LThmY2ItYjQzNGNiYTU1YTkyXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,N/A,5.3,485,tt0024663,movie,N/A,N/A,Film Chest,N/A,True,5.3/10,,,,,,,
The Three Musketeers,1973,PG,29 Mar 1974,106 min,"Action, Adventure, Romance",Richard Lester,"George MacDonald Fraser, Alexandre Dumas","Oliver Reed, Raquel Welch, Richard Chamberlain","A young swordsman comes to Paris and faces villains, romance, adventure and intrigue with three Musketeer friends.",English,"United States, United Kingdom, Spain",Nominated for 5 BAFTA 4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNzRhZTgzMjEtZDEzOS00MTQwLWJhYmUtMzg4NmViYmZkZmU5XkEyXkFqcGc@._V1_SX300.jpg,77,7.1,"21,167",tt0072281,movie,N/A,"$22,018,000",N/A,N/A,True,7.1/10,90%,77/100,,,,,
Paranormal Activity 3,2011,R,21 Oct 2011,83 min,"Horror, Mystery, Thriller","Henry Joost, Ariel Schulman","Christopher Landon, Oren Peli","Chloe Csengery, Jessica Tyler Brown, Christopher Nicholas Smith","In 1988, young sisters Katie and Kristi befriend an invisible entity called Toby, who resides in their home.",English,United States,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTk0MTQzODQzOV5BMl5BanBnXkFtZTcwMDQ2NzQ3Ng@@._V1_SX300.jpg,59,5.8,"103,059",tt1778304,movie,N/A,"$104,028,807",N/A,N/A,True,5.8/10,67%,59/100,,,,,
The Three Musketeers,2023,N/A,23 Mar 2023,99 min,"Action, Adventure",Bill Thomas,"Ray Bogdanovich, Dean Lines, Bill Thomas","James Cosmo, Michael Higgs, Sophie Craig","Joined by an eager recruit to protect the King of France, three loyal swordsmen attempt to defeat an evil royal advisor and a seductive envoy plotting to overthrow the crown.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMWNmYzdkODQtMDc4YS00ZTY2LWFjMjUtNDY0ODNkYmVkNGIzXkEyXkFqcGc@._V1_SX300.jpg,N/A,1.8,"1,062",tt15049210,movie,N/A,N/A,N/A,N/A,True,1.8/10,,,,,,,
The Three Musketeers,1935,Approved,01 Nov 1935,96 min,"Action, Adventure, Romance",Rowland V. Lee,"Dudley Nichols, Rowland V. Lee, Alexandre Dumas","Walter Abel, Paul Lukas, Margot Grahame","The young Gascon D'Artagnan arrives in Paris, his heart set on joining the king's Musketeers. He is taken under the wings of three of the most respected and feared Musketeers, Porthos, Aramis, and Athos. Together they fight to sav...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjE5ZmY1NDUtNDI0NC00OGU3LWE5MDYtMzRkYWQ3MTBkMmJlXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_SX300.jpg,N/A,5.8,400,tt0027099,movie,N/A,"$1,962,000",N/A,N/A,True,5.8/10,,,,,,,
The Three Musketeers,1986,N/A,04 Oct 1986,54 min,"Animation, Adventure, Family",Geoff Collins,"Keith Dewhurst, Alexandre Dumas","Ivar Kants, Noel Ferrier, Kate Fitzpatrick",Cardinal Richelieu and Milady team up against the King's Musketeers in 17th century France.,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BMTY5OTE3MTY3NF5BMl5BanBnXkFtZTcwNzY3MDgzMQ@@._V1_SX300.jpg,N/A,6.2,70,tt0787216,movie,N/A,N/A,N/A,N/A,True,6.2/10,,,,,,,
Margin Call,2011,R,29 Sep 2011,107 min,"Drama, Thriller",J.C. Chandor,J.C. Chandor,"Zachary Quinto, Stanley Tucci, Kevin Spacey",Follows the key people at an investment bank over a 24-hour period during the early stages of the 2008 financial crisis.,English,United States,Nominated for 1 Oscar. 8 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BMjE5NzkyNDI2Nl5BMl5BanBnXkFtZTcwMTYzNDc2Ng@@._V1_SX300.jpg,76,7.1,"155,946",tt1615147,movie,N/A,"$5,354,039",N/A,N/A,True,7.1/10,87%,76/100,,,,,
The Three Musketeers,1939,Approved,17 Feb 1939,73 min,"Action, Adventure, Comedy",Allan Dwan,"M.M. Musselman, William Absalom Drake, Sid Kuller","Don Ameche, The Ritz Brothers, Binnie Barnes",D'Artagnan sings and fronts for slapstick cowardly Ritz brothers posing as musketeers.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTkwOTBjOTAtMThlNi00MGZhLTllOTgtOWQzMTJmMzE2YThiXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.9,700,tt0032028,movie,N/A,N/A,N/A,N/A,True,5.9/10,,,,,,,
Johnny English Reborn,2011,PG,21 Oct 2011,101 min,"Action, Adventure, Comedy",Oliver Parker,"Hamish McColl, William Davies, Neal Purvis","Rowan Atkinson, Rosamund Pike, Dominic West",Johnny English goes up against international assassins hunting down Chinese Premier Xiang Ping.,"English, Mandarin, Swiss German, Cantonese, Russian","United Kingdom, France, United States",4 nominations total,https://m.media-amazon.com/images/M/MV5BMTc0MTM3NzEzMl5BMl5BanBnXkFtZTcwNjE5MTU3NQ@@._V1_SX300.jpg,46,6.3,"146,523",tt1634122,movie,N/A,"$8,305,970",N/A,N/A,True,6.3/10,40%,46/100,,,,,
Footloose,2011,PG-13,14 Oct 2011,113 min,"Comedy, Drama, Music",Craig Brewer,"Dean Pitchford, Craig Brewer","Kenny Wormald, Julianne Hough, Dennis Quaid","City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BMTY3MjIzMjk4M15BMl5BanBnXkFtZTcwMzMxMzIzNg@@._V1_SX300.jpg,58,5.9,"54,692",tt1068242,movie,N/A,"$51,802,742",N/A,N/A,True,5.9/10,68%,58/100,,,,,
Footloose,1984,PG,17 Feb 1984,107 min,"Drama, Music, Romance",Herbert Ross,Dean Pitchford,"Kevin Bacon, Lori Singer, John Lithgow",A big city teenager moves to a small town where Rock and Roll music and dancing have been banned by backward local parents and his rebellious spirit shakes up the populace.,English,United States,Nominated for 2 Oscars. 2 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMmRjMzdkZDUtMDRkYi00ZjVkLWJlMjItMmY1MjgwOTQzMzYwXkEyXkFqcGc@._V1_SX300.jpg,42,6.6,"100,161",tt0087277,movie,N/A,"$80,035,402",N/A,N/A,True,6.6/10,55%,42/100,,,,,
The Thing,2011,R,14 Oct 2011,103 min,"Horror, Mystery, Sci-Fi",Matthijs van Heijningen Jr.,"Eric Heisserer, John W. Campbell Jr.","Mary Elizabeth Winstead, Joel Edgerton, Ulrich Thomsen","A group of scientists researching an alien spaceship found in the Antarctic come face to face with the ship's, not quite dead, occupant.","English, Norwegian, Danish","United States, Canada",6 nominations total,https://m.media-amazon.com/images/M/MV5BMTMxMjI0MzUyNl5BMl5BanBnXkFtZTcwNjc1NzE5NQ@@._V1_SX300.jpg,49,6.2,"152,005",tt0905372,movie,N/A,"$16,928,670",N/A,N/A,True,6.2/10,34%,49/100,,,,,
The Thing,1982,R,25 Jun 1982,109 min,"Horror, Mystery, Sci-Fi",John Carpenter,"Bill Lancaster, John W. Campbell Jr.","Kurt Russell, Wilford Brimley, Keith David",A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,"English, Norwegian",United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_SX300.jpg,57,8.2,"507,878",tt0084787,movie,N/A,"$20,063,820",N/A,N/A,True,8.2/10,85%,57/100,,,,,
The Big Year,2011,PG,14 Oct 2011,100 min,Comedy,David Frankel,"Howard Franklin, Mark Obmascik","Owen Wilson, Jack Black, Steve Martin","Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition.",English,"United States, Canada",1 win total,https://m.media-amazon.com/images/M/MV5BMTc0MzcwMDcyOV5BMl5BanBnXkFtZTcwNTUwMjk1Ng@@._V1_SX300.jpg,53,6.2,"49,663",tt1053810,movie,N/A,"$7,204,138",N/A,N/A,True,6.2/10,41%,53/100,,,,,
The Thing,2011,Not Rated,24 Oct 2012,14 min,"Short, Comedy, Drama",Rhys Ernst,"Rhys Ernst, Avery McTaggart","Ruthie Doyle, Hilt Trollsplinter, Chevy Corriveau","There's something missing in Tristan and Zooey's relationship. Zooey has spent weeks planning a road trip to a mysterious roadside attraction known as 'The Thing' in the hopes that she and Tristan will reconnect. Both Tristan, a t...",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNTJmYjMzOGEtMmI0NS00NzI0LWE1YjMtMTkxYjEzYjRiYzJjXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.4,22,tt2119553,movie,N/A,N/A,N/A,N/A,True,6.4/10,34%,,,,,,
The Way,2018,N/A,15 Oct 2018,14 min,"Short, Drama, Horror",Jeremy Kelly-Bakker,"Jeremy Kelly-Bakker, Tom Phillips","Chris Koch, Paul Lightfoot, Charles Mayer",N/A,English,Australia,N/A,N/A,N/A,N/A,N/A,tt8988614,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Dirty Girl,2019,N/A,16 Mar 2019,11 min,Short,Gabi Faye,Gabi Faye,"Denise Barofski, Leslie Bean, Christina Fuscellaro","After escaping a brutal sexual assault, Anya finds solace in an unsuspected way: a group of women, (real) survivors of assault.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGU3OTZjYzItYTQ3MC00MDk0LThiYWQtZjAyZGI0OWFkN2I0XkEyXkFqcGdeQXVyNzA5MDU3NTk@._V1_SX300.jpg,N/A,N/A,N/A,tt9702706,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Way,2018,TV-14,26 Sep 2018,73 min,"Documentary, Sport",Luke Cameron,N/A,"Luke Cederman, Ricardo Christie, Roger Hall",The Way is an inspirational story of the adversity and challenge professional surfers go through while on their journey to the world stage.,English,"Australia, New Zealand, Taiwan",N/A,https://m.media-amazon.com/images/M/MV5BMmUwYWJlNDgtN2RmMC00ZTlkLWE2NjYtNTVmOGU4NTg3ODNlXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt7637364,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Dirty Girl,2010,R,07 Jul 2011,90 min,"Comedy, Drama",Abe Sylvia,Abe Sylvia,"Juno Temple, Jeremy Dozier, Milla Jovovich","It's 1987 and Danielle, the high-school 'Dirty Girl', is running away. With her is chubby, gay Clarke, a bag of flour called Joa and a Walkman full of glorious '80s tunes.",English,"United States, South Korea, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BMTY4ODI3Mjk1Ml5BMl5BanBnXkFtZTcwMzUyNTI4Ng@@._V1_SX300.jpg,37,6.4,"11,548",tt1107319,movie,N/A,"$55,125",N/A,N/A,True,6.4/10,35%,37/100,,,,,
The Way,2021,N/A,12 Nov 2021,90 min,Action,Dastan Khalili,Dastan Khalili,"Eli Jane, Kelcey Watson, Joan Wong","13 years ago, Jane Arcs was condemned to death after brutally killing her opponent in a underground street fight. Now, in just 24 hours, Jane will be executed for her crime. During her 13 years on Death Row, Jane has undergone a m...",English,United States,55 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMWZkZmMyY2UtYzZkMy00NmQ3LWIxOTYtNjMzYjFhYWY2Y2Q3XkEyXkFqcGc@._V1_SX300.jpg,N/A,4.6,126,tt13871364,movie,N/A,N/A,N/A,N/A,True,4.6/10,,,,,,,
The Ides of March,2011,R,07 Oct 2011,101 min,"Drama, Thriller",George Clooney,"George Clooney, Grant Heslov, Beau Willimon","Paul Giamatti, George Clooney, Philip Seymour Hoffman",A campaign press secretary becomes involved in a scandal that threatens his candidate's election chances.,English,United States,Nominated for 1 Oscar. 9 wins & 36 nominations total,https://m.media-amazon.com/images/M/MV5BNTU4MjkzNTY0OF5BMl5BanBnXkFtZTcwNDI5ODIxNg@@._V1_SX300.jpg,67,7.1,"236,546",tt1124035,movie,N/A,"$40,962,534",N/A,N/A,True,7.1/10,84%,67/100,,,,,
The Way,2010,PG-13,19 Nov 2010,123 min,"Comedy, Drama",Emilio Estevez,"Emilio Estevez, Jack Hitt","Martin Sheen, Emilio Estevez, Deborah Kara Unger","A father heads overseas to recover the body of his estranged son who died while traveling the ""El camino de Santiago,"" and decides to take the pilgrimage himself.","English, Spanish, French, Catalan, Italian","Spain, United States",1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTU4MzM4NzkyOF5BMl5BanBnXkFtZTcwMjQwNjMzNg@@._V1_SX300.jpg,64,7.3,"36,994",tt1441912,movie,N/A,"$4,998,213",N/A,N/A,True,7.3/10,82%,64/100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
The Way,2010,PG-13,26 Apr 2010,107 min,Drama,Barry Shay,Barry Shay,"Alex Alvardo, Lorraine Amaya, Ruben Amaya, George Angelo","The saga about a young Latino boy who due to circumstances joins a gang and ultimately winds up in prison. After he does his time he meets a man who helps him from falling back into the gang life. In essence he finds ""The Way"".",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTI4MDkyMzcwMF5BMl5BanBnXkFtZTcwMTczMDA3Mw@@._V1_SX300.jpg,N/A,7.0,6,tt1692226,movie,N/A,N/A,N/A,N/A,True,7.0/10,82%,,,,,,
The Way,2016,N/A,14 Aug 2016,85 min,Documentary,Luke Abaffy,"Luke Abaffy, Rebecca Abaffy",N/A,The Way is the story of countless believers around the world who've traded Easter ham for Passover lamb and Sunday church for Saturday Sabbath - all in an effort to live like the Savior. They're holding every church tradition up agai,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTM0MmRhNTEtZGQwMC00NWM0LWEzNDktZjY0YzUyMTFhMjU5XkEyXkFqcGdeQXVyMjc4NzM5Nzk@._V1_SX300.jpg,N/A,9.0,20,tt6216234,movie,N/A,N/A,N/A,N/A,True,9.0/10,,,,,,,
Dirty Girl,1966,N/A,N/A,19 min,"Short, Drama",Sanne Sannes,Sanne Sannes,N/A,"Experimental photo film about the erotic fantasies of a neatly married woman who dreams of an existence in which she could have been a nude model, seductress, prostitute and ultimately the murderess of her silly husband.",Dutch,Netherlands,N/A,N/A,N/A,N/A,N/A,tt13040362,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Dream House,1998,R,19 Nov 1998,90 min,"Drama, Horror, Sci-Fi",Graeme Campbell,Jim Makichuk,"Timothy Busfield, Lisa Jakub, Brennan Elliott","Techno terror. A young couple move into a sophisticated home of the future where everything is automated by a super computer. However, the cutting edge device soon turns murderous!",English,Canada,1 nomination,https://m.media-amazon.com/images/M/MV5BN2ZkMWY3NzYtYTQ0Ny00MDgwLWIzNWQtNzkwMDcyNGFlOGZhXkEyXkFqcGdeQXVyMTM0ODAyOTc@._V1_SX300.jpg,N/A,4.1,292,tt0149448,movie,N/A,N/A,N/A,N/A,True,4.1/10,,,,,,,
Dream House,1981,N/A,28 Nov 1981,120 min,"Comedy, Romance",Joseph Hardy,"Philip Mandelker, Mike Lloyd Ross","Victor Argo, Robert Armin, Ray Baker","Vacationing Georgia construction worker, John Schneider, meets and falls for Manhattan's comely Director of Urban Renewal, Marilu Henner, and despite her initial rejection of him, sets out to build a dream house for both of them o...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTBjNWI0NWUtMzUwZi00ZDQ0LTk1OTQtOTcxMTBlNGE4MGEzXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,6.1,117,tt0082290,movie,N/A,N/A,N/A,N/A,True,6.1/10,,,,,,,
Dream House,1997,N/A,N/A,90 min,N/A,Adam Amdur,Mike McKenzie,"Justin Theroux, Margaret Trigg, Jane Jensen, Sonya Ryzy-Ryski",N/A,English,USA,N/A,N/A,N/A,4.6,9,tt0174605,movie,N/A,N/A,N/A,N/A,True,4.6/10,,,,,,,
Sarah Palin: You Betcha!,2011,Unrated,30 Sep 2011,91 min,Documentary,"Nick Broomfield, Joan Churchill",N/A,"Sarah Palin, Nick Broomfield, Barbara Adams","Nick Broomfield goes in pursuit of Sarah Palin, interviewing her family and friends, for a decidedly unauthorized perspective on this growing force in American politics.",English,United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BMTc5OTQ3MDk1OF5BMl5BanBnXkFtZTcwOTA1NzM3Ng@@._V1_SX300.jpg,41,6.3,864,tt1965264,movie,N/A,"$10,935",N/A,N/A,True,6.3/10,33%,41/100,,,,,
Dream House,2020,N/A,07 Nov 2020,4 min,Short,Clay Powers,N/A,N/A,"""Dream House"" is an exploration of the permanency of locale. How can one ever be ""Home"" in a universe of constant change?",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmQyOTlmNzUtMjQzMS00MDc1LTg0NjUtNmE2N2I2OTcwOTI3XkEyXkFqcGdeQXVyMTEwNjY4MTky._V1_SX300.jpg,N/A,N/A,N/A,tt16225242,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Dream House,1932,N/A,17 Jan 1932,19 min,"Comedy, Musical, Short",Del Lord,"Lewis R. Foster, Harry McCoy, Earle Rodney","Bing Crosby, Ann Christy, Kathrin Clare Ward",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjk3OTQzOTU1OV5BMl5BanBnXkFtZTcwNjkzMTgxMQ@@._V1_SX300.jpg,N/A,7.2,71,tt0022837,movie,N/A,N/A,N/A,N/A,True,7.2/10,,,,,,,
50/50,2011,R,30 Sep 2011,100 min,"Comedy, Drama, Romance",Jonathan Levine,Will Reiser,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",English,United States,12 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg,72,7.6,"349,615",tt1306980,movie,N/A,"$35,014,192",N/A,N/A,True,7.6/10,93%,72/100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Dream House,1953,N/A,N/A,3 min,Short,N/A,N/A,"Ashok Kumar, Meena Kumari, Hamid Sayani, Amin Sayani",N/A,English,UK,N/A,N/A,N/A,N/A,N/A,tt4411720,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Munger Road,2011,PG-13,30 Sep 2011,86 min,"Horror, Mystery, Thriller",Nicholas Smith,Nicholas Smith,"Bruce Davison, Randall Batinkoff, Trevor Morgan","On the eve of the annual Scarecrow Festival, two St. Charles police officers search for a return killer the same night four teenagers go missing on Munger Road.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjAwNzQxNjY3MF5BMl5BanBnXkFtZTcwNjU1NTU4Ng@@._V1_SX300.jpg,N/A,4.4,"1,815",tt1720172,movie,N/A,"$266,689",N/A,N/A,True,4.4/10,,,,,,,
