Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Rating_Metacritic,Error,Rating_RottenTomatoes,Season,Episode,seriesID,totalSeasons
Together,2018,N/A,02 Feb 2018,84 min,Romance,Paul Duddridge,Paul Duddridge,"Juliet Cowan, Sylvia Syms, Cathy Tyson",A husband fights to be with his wife after she is hospitalized and taken to a nursing home.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMGZmNzhkYWQtYmQzZi00YWQwLTliOTgtNWYyZWU1M2NjMjZlXkEyXkFqcGdeQXVyNzI2NzcxMQ@@._V1_SX300.jpg,N/A,7.5,73,tt6111634,movie,N/A,N/A,N/A,N/A,True,7.5/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Together,2025,R,30 Jul 2025,102 min,"Horror, Romance",Michael Shanks,Michael Shanks,"Dave Franco, Alison Brie, Damon Herriman","Years into their relationship, Tim and Millie find themselves at a crossroads as they move to the country. With tensions already flaring, an encounter with an unnatural force threatens to corrupt their lives, their love and their ...",English,"Australia, United States",4 nominations total,https://m.media-amazon.com/images/M/MV5BOWI1Mzg0OWUtNDYxYy00Mzk3LTgxMjMtYWYxZjJhMjI4NDcyXkEyXkFqcGc@._V1_SX300.jpg,75,6.7,"47,997",tt31184028,movie,N/A,"$21,273,159",N/A,N/A,True,6.7/10,75/100,,90%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Together,2021,N/A,14 Apr 2021,3 min,"Short, History",Bao Nguyen,Bao Nguyen,"Vivian Bang, Khalif Boyd, Lisa Ling, Akemi Look",N/A,English,USA,N/A,N/A,N/A,N/A,N/A,tt14759104,movie,N/A,N/A,N/A,N/A,True,,,,71%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Together,2009,TV-PG,14 May 2009,14 min,"Short, Drama",Eicke Bettinga,"Eicke Bettinga, Zorana Piggott","Matt Smith, John Vine, Amanda Boxer","A year after his brother's death, Rob discovers that the only way to help his father cope with the loss is to ""force"" his affection onto him.",English,United Kingdom,4 nominations,https://m.media-amazon.com/images/M/MV5BMTQ4ODc2OTEwOF5BMl5BanBnXkFtZTgwODA0MTc3MDE@._V1_SX300.jpg,N/A,7.8,79,tt1426340,movie,N/A,N/A,N/A,N/A,True,7.8/10,,,,,,,
Together,2013,N/A,28 Mar 2013,22 min,"Short, Horror",James Edward Cook,James Edward Cook,"Lucas Hansen, Ben Owora, Stuart Evans","One month after moving in together David and Mark come home to find a key in the lock of their front door. They check the house and it all seems clear, until they slowly start to realize that they are not alone.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNzhjNjIxODEtOTg0Mi00NThkLTkxM2EtOTQ2NWU4Njg3NzE4XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.9,40,tt3391026,movie,N/A,N/A,N/A,N/A,True,5.9/10,,,,,,,
Together,1971,R,01 Dec 1971,72 min,Drama,Sean S. Cunningham,Sean S. Cunningham,"Marilyn Chambers, Maureen Cousins, Sally Cross",A mock documentary about sex in America.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjcyOTE0MTY5NV5BMl5BanBnXkFtZTcwNjM0MjAwMQ@@._V1_SX300.jpg,N/A,5.9,206,tt0067862,movie,N/A,"$260,571",N/A,N/A,True,5.9/10,,,,,,,
Together,2004,N/A,N/A,15 min,"Short, Drama",Felicity Morgan-Rhind,Felicity Morgan-Rhind,"Danielle Cormack, David Weatherley","Returning home for Christmas, a daughter confronts her father's dementia and the friction her presence creates within her estranged family.",English,New Zealand,N/A,N/A,N/A,N/A,N/A,tt7318882,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Shoshana,2023,N/A,27 Jun 2024,121 min,"Action, Drama, History",Michael Winterbottom,"Laurence Coriat, Paul Viragh, Michael Winterbottom","Irina Starshenbaum, Harry Melling, Douglas Booth",A British police officer and a Jewish woman fall in love amidst the political turmoil of 1930s Tel Aviv.,"English, Hebrew, Arabic, Russian","United Kingdom, Italy",N/A,https://m.media-amazon.com/images/M/MV5BOGI1MjVlZDQtNzQyMS00M2Y3LTllYjktNThjNGRmM2EyNjI1XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.3,791,tt20251588,movie,N/A,N/A,N/A,N/A,True,6.3/10,,,73%,,,,
The Home,2016,Not Rated,N/A,8 min,"Short, Horror",L. Gustavo Cooper,"Peter Cilella, L. Gustavo Cooper","Andy McPhee, Kelly Love, Alexandra Essoe","Set in a small, isolated 19th century Irish home for unwed mothers, a young pregnant woman must fight for her survival as the home falls siege to a group of mysterious invaders.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTk1MjgyNzA3OV5BMl5BanBnXkFtZTgwMDgyNTc1NzE@._V1_SX300.jpg,N/A,N/A,131,tt5283892,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Home,2025,R,25 Jul 2025,95 min,"Horror, Thriller",James DeMonaco,"James DeMonaco, Adam Cantor","Pete Davidson, John Glover, Ethan Phillips","Follows Max, who realizes that the residents and caretakers in the retirement home he started working at hide sinister secrets.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTEzZTFhODQtMDYxZi00YTdmLWIzN2UtYzMyODQxMmU2YzZmXkEyXkFqcGc@._V1_SX300.jpg,39,5.4,"5,535",tt17023012,movie,N/A,"$1,576,983",N/A,N/A,True,5.4/10,39/100,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Eddington,2025,R,18 Jul 2025,148 min,"Comedy, Drama, Western",Ari Aster,Ari Aster,"Joaquin Phoenix, Deirdre O'Connell, Emma Stone","In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.",English,"United States, United Kingdom, Finland",1 nomination total,https://m.media-amazon.com/images/M/MV5BNmM0Yzc1ZjAtZTg4My00NDI3LWEwMzAtY2ZkNzMxMWMwOTFlXkEyXkFqcGc@._V1_SX300.jpg,65,6.6,"32,358",tt31176520,movie,N/A,"$10,109,484",N/A,N/A,True,6.6/10,65/100,,68%,,,,
Smurfs,2025,PG,18 Jul 2025,89 min,"Animation, Adventure, Comedy",Chris Miller,"Pam Brady, Peyo","Rihanna, James Corden, Nick Offerman","When Papa Smurf is taken by evil wizards Razamel and Gargamel, Smurfette leads the Smurfs on a mission to the real world to save him.",English,"Italy, Belgium, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BMDMyNDViNTMtMmQwYy00ZWUzLThjODYtZWNiOTMzMWFjMzg1XkEyXkFqcGc@._V1_SX300.jpg,31,4.3,"6,078",tt18069420,movie,N/A,"$31,075,170",N/A,N/A,True,4.3/10,31/100,,20%,,,,
Sovereign,2025,R,11 Jul 2025,100 min,"Crime, Drama, Thriller",Christian Swegal,Christian Swegal,"Nick Offerman, Jacob Tremblay, Dennis Quaid","A father and son who identify as Sovereign Citizens, a group of anti-government extremists, find themselves in a standoff with a chief of police that sets off a manhunt.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjNmZmI5YzMtMzgyZC00MTBiLWJmNDktYWNkZDM3YmZmZTIxXkEyXkFqcGc@._V1_SX300.jpg,68,6.4,"1,364",tt26843513,movie,N/A,"$24,652",N/A,N/A,True,6.4/10,68/100,,95%,,,,
Sovereign,2015,N/A,N/A,18 min,"Short, Action, Drama",Jack Hartnett,"Jack Hartnett, Scott Levy","Jack Hartnett, Scott Levy, Lesli Kay, Said Faraj","Plagued with survivor's guilt, an Iraq war veteran turned mercenary stumbles upon a plot to sabotage America's energy independence. Fighting to free the demons in his head, he sets out to eradicate the traitors amongst us.",English,USA,N/A,N/A,N/A,N/A,N/A,tt3377648,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Superman,2025,PG-13,11 Jul 2025,129 min,"Action, Adventure, Sci-Fi",James Gunn,"James Gunn, Jerry Siegel, Joe Shuster","David Corenswet, Rachel Brosnahan, Nicholas Hoult","Superman must reconcile his alien Kryptonian heritage with his human upbringing as reporter Clark Kent. As the embodiment of truth, justice and the human way he soon finds himself in a world that views these as old-fashioned.",English,"United States, Canada, Australia, New Zealand",2 nominations total,https://m.media-amazon.com/images/M/MV5BOGMwZGJiM2EtMzEwZC00YTYzLWIxNzYtMmJmZWNlZjgxZTMwXkEyXkFqcGc@._V1_SX300.jpg,68,7.1,"333,124",tt5950044,movie,N/A,"$354,184,465",N/A,N/A,True,7.1/10,68/100,,83%,,,,
Superman,1948,Approved,01 Jul 1948,244 min,"Action, Sci-Fi","Spencer Gordon Bennet, Thomas Carr","George H. Plympton, Joseph F. Poland, Arthur Hoerl","Kirk Alyn, Noel Neill, Tommy Bond",Superman comes to Earth as a child and grows up to be his home's first superhero with his first major challenge being to oppose The Spider Lady.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGQ0NjAzNjYtOWZhYS00NjY5LThlOWQtZjliYmNhOGY3YjExXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.7,"1,256",tt0040852,movie,N/A,N/A,N/A,N/A,True,6.7/10,,,,,,,
Superman: The Mad Scientist,1941,Approved,26 Sep 1941,10 min,"Animation, Short, Action","Dave Fleischer, Steve Muffati","Jerry Siegel, Joe Shuster, Seymour Kneitel","Bud Collyer, Joan Alexander, Jackson Beck",The Man of Steel fights a mad scientist who is destroying Metropolis with an energy cannon.,English,United States,Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BZGFmZGU2YmUtZGI4OC00ZTQ3LTgxNTQtNmU0MGE4Yjg5YmNmXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.3,"3,835",tt0034247,movie,N/A,N/A,N/A,N/A,True,7.3/10,,,,,,,
Superman,1978,PG,15 Dec 1978,143 min,"Action, Adventure, Sci-Fi",Richard Donner,"Jerry Siegel, Joe Shuster, Mario Puzo","Marlon Brando, Gene Hackman, Christopher Reeve","An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero.",English,"United Kingdom, United States",Nominated for 3 Oscars. 19 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMzFlZDJjMDAtZDYxZS00NzZhLTk2ODMtZWRlODA3Njk3ZTdmXkEyXkFqcGc@._V1_SX300.jpg,82,7.4,"204,983",tt0078346,movie,N/A,"$134,478,449",N/A,N/A,True,7.4/10,82/100,,88%,,,,
Jurassic World: Rebirth,2025,PG-13,02 Jul 2025,133 min,"Action, Adventure, Sci-Fi",Gareth Edwards,"David Koepp, Michael Crichton","Scarlett Johansson, Mahershala Ali, Jonathan Bailey","Five years post-Jurassic World: Dominion (2022), an expedition braves isolated equatorial regions to extract DNA from three massive prehistoric creatures for a groundbreaking medical breakthrough.","English, French, Spanish","United States, United Kingdom, Malta, India, Taiwan",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMGM3ZmI3NzQtNzU5Yi00ZWI1LTg3YTAtNmNmNWIyMWFjZTBkXkEyXkFqcGc@._V1_SX300.jpg,50,5.9,"143,129",tt31036941,movie,N/A,"$339,640,400",N/A,N/A,True,5.9/10,50/100,,50%,,,,
M3GAN 2.0,2025,PG-13,27 Jun 2025,120 min,"Action, Sci-Fi, Thriller",Gerard Johnstone,"Gerard Johnstone, Akela Cooper, James Wan","Allison Williams, Violet McGraw, Amie Donald","Two years after M3GAN's rampage, her creator, Gemma, resorts to resurrecting her infamous creation in order to take down Amelia, the military-grade weapon who was built by a defense contractor who stole M3GAN's underlying tech.","English, Turkish","United States, New Zealand, Canada",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMzFmNjVjZWQtZjI5Zi00YThiLTg0ZWItZDdjYzhhZDE1NTE2XkEyXkFqcGc@._V1_SX300.jpg,54,6.1,"35,197",tt26342662,movie,N/A,"$24,101,280",N/A,N/A,True,6.1/10,54/100,,58%,,,,
Hot Milk,2025,N/A,13 Feb 2025,N/A,Drama,Rebecca Lenkiewicz,Deborah Levy,"Fiona Shaw, Emma Mackey, Vicky Krieps","With a strange illness, a mother and her daughter embark on a journey to the Spanish coast to find a cure, and along the way the daughter discovers another reality far from her controlling mother.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BYmEzN2E5NDUtZGQ3ZC00YmJkLWE0NDAtNzViMmRlYzE0YjExXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt17538632,movie,N/A,N/A,N/A,N/A,True,,,,37%,,,,
28 Years Later,2025,R,20 Jun 2025,115 min,"Horror, Sci-Fi, Thriller",Danny Boyle,Alex Garland,"Jodie Comer, Aaron Taylor-Johnson, Ralph Fiennes","A group of survivors of the rage virus live on a small island. When one of the group leaves the island on a mission into the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other su...","English, Swedish","United Kingdom, Canada, United States",3 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BNjgwYTI0YjctMWYzNS00MmI1LWI5YTctNmE1YjBkNDFlNWMxXkEyXkFqcGc@._V1_SX300.jpg,77,6.6,"151,482",tt10548174,movie,N/A,"$70,446,897",N/A,N/A,True,6.6/10,77/100,,88%,,,,
The Unholy Trinity,2024,R,13 Jun 2025,95 min,"Action, Adventure, Crime",Richard Gray,Lee Zachariah,"Pierce Brosnan, Samuel L. Jackson, Brandon Lessard",Buried secrets of an 1870s Montana town spark violence when a young man returns to reclaim his legacy and is caught between a sheriff determined to maintain order and a mysterious stranger hell-bent on destroying it.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODU0MjBkNmEtNGVkZi00MjcwLWJlY2EtMGFlN2I1ODY2YzVkXkEyXkFqcGc@._V1_SX300.jpg,48,5.5,"2,698",tt6300910,movie,N/A,"$996,456",N/A,N/A,True,5.5/10,48/100,,40%,,,,
Materialists,2025,R,13 Jun 2025,116 min,"Comedy, Romance",Celine Song,Celine Song,"Dakota Johnson, Chris Evans, Pedro Pascal",An ambitious young New York City matchmaker finds herself torn between the perfect match and her imperfect ex.,English,"United States, Finland, United Kingdom",6 nominations total,https://m.media-amazon.com/images/M/MV5BNmQxMTI1YmEtOGY3Yi00NzVlLWEzMjAtYTI1NWZkNDFiMDg1XkEyXkFqcGc@._V1_SX300.jpg,70,6.3,"60,266",tt30253473,movie,N/A,"$36,503,614",N/A,N/A,True,6.3/10,70/100,,78%,,,,
How to Train Your Dragon,2010,PG,26 Mar 2010,98 min,"Animation, Action, Adventure","Dean DeBlois, Chris Sanders","William Davies, Dean DeBlois, Chris Sanders","Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",English,"United Kingdom, France, United States",Nominated for 2 Oscars. 25 wins & 63 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg,75,8.1,"868,640",tt0892769,movie,N/A,"$217,581,231",N/A,N/A,True,8.1/10,75/100,,99%,,,,
How to Train Your Dragon,2025,PG,13 Jun 2025,125 min,"Action, Adventure, Comedy",Dean DeBlois,"Dean DeBlois, Cressida Cowell, William Davies","Mason Thames, Nico Parker, Gerard Butler","As an ancient threat endangers both Vikings and dragons alike on the isle of Berk, the friendship between Hiccup, an inventive Viking, and Toothless, a Night Fury dragon, becomes the key to both species forging a new future together.",English,"United States, United Kingdom, Ireland, Iceland, Canada",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BODA5Y2M0NjctNWQzMy00ODRhLWE0MzUtYmE1YTAzZjYyYmQyXkEyXkFqcGc@._V1_SX300.jpg,61,7.8,"106,874",tt26743210,movie,N/A,"$262,958,100",N/A,N/A,True,7.8/10,61/100,,77%,,,,
Dangerous Animals,2025,R,06 Jun 2025,98 min,"Horror, Thriller",Sean Byrne,Nick Lepard,"Hassie Harrison, Jai Courtney, Josh Heuston","When Zephyr, a savvy and free-spirited surfer, is abducted by a shark-obsessed serial killer and held captive on his boat, she must figure out how to escape before he carries out a ritualistic feeding to the sharks below.",English,"Australia, United States, Canada",3 nominations total,https://m.media-amazon.com/images/M/MV5BMTg5M2ZjNjItZThiZi00NDFiLTg3NmYtMmFhZTkxZWQ2OWVmXkEyXkFqcGc@._V1_SX300.jpg,65,6.4,"23,425",tt32299316,movie,N/A,"$2,738,137",N/A,N/A,True,6.4/10,65/100,,87%,,,,
The Life of Chuck,2024,R,13 Jun 2025,111 min,"Drama, Fantasy, Sci-Fi",Mike Flanagan,"Mike Flanagan, Stephen King","Tom Hiddleston, Jacob Tremblay, Benjamin Pajak","A life-affirming, genre-bending story about three chapters in the life of an ordinary man named Charles Krantz.",English,United States,1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZDhlMzJhMTgtN2FhZS00OWQ1LTk3Y2ItZGNiNTQ0ZmUzYmIzXkEyXkFqcGc@._V1_SX300.jpg,67,7.3,"35,834",tt12908150,movie,N/A,"$6,712,600",N/A,N/A,True,7.3/10,67/100,,80%,,,,
Tornado,2024,N/A,N/A,13 min,"Short, Drama",Jack Kendrick,Jack Kendrick,"Jason Dietz, Andrew Chan-Possemato, Jaydn Vargas",A struggling contractor risks his young sons' well-being to cut a sweet deal.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjZjOTJiYjEtMjIzYS00Y2RhLTkyODMtMGRiM2JiMTUzNzJjXkEyXkFqcGdeQXVyNjY1NjgxOTc@._V1_SX300.jpg,N/A,N/A,N/A,tt31498821,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Bring Her Back,2025,R,30 May 2025,104 min,"Horror, Mystery","Danny Philippou, Michael Philippou","Danny Philippou, Bill Hinzman","Billy Barratt, Sally Hawkins, Mischa Heywood",A brother and sister uncover a terrifying ritual at the secluded home of their new foster mother.,"English, Russian",Australia,1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BZTlhYTk1ZTEtOWY3NC00NWQ5LTlkOTctNjQ3ZDYyZGE5ZWNlXkEyXkFqcGc@._V1_SX300.jpg,75,7.1,"95,393",tt32246771,movie,N/A,"$19,323,752",N/A,N/A,True,7.1/10,75/100,,89%,,,,
Karate Kid: Legends,2025,PG-13,30 May 2025,94 min,"Action, Drama, Family",Jonathan Entwistle,"Rob Lieber, Robert Mark Kamen","Jackie Chan, Ben Wang, Joshua Jackson","After kung fu prodigy Li Fong relocates to New York City, he attracts unwanted attention from a local karate champion and embarks on a journey to enter the ultimate karate competition with the help of Mr. Han and Daniel LaRusso.","English, Mandarin","United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BM2MwYTlkY2MtNmUzNy00MTljLThjNDAtZGUzNzMxMzcxNzM5XkEyXkFqcGc@._V1_SX300.jpg,51,6.3,"38,721",tt1674782,movie,N/A,"$52,547,391",N/A,N/A,True,6.3/10,51/100,,,,,,
Tornado,1943,Approved,08 Jul 1944,83 min,Drama,William Berke,"Maxwell Shane, John Guedel","Chester Morris, Nancy Kelly, William Henry","Pete Ramsey (Morris) is a hard-working coal miner who falls in love with and marries scheming showgirl Victory Kane (Kelly). Victory presses Pete to fight for the position of the mine superintendent, which he earns. Unable to bear...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDAzYzkwMzctZjZlYi00Nzk2LWI0ODEtMWFkNGEzMmVmOGRiXkEyXkFqcGdeQXVyNDU3NjYwOTI@._V1_SX300.jpg,N/A,5.9,129,tt0036451,movie,N/A,N/A,N/A,N/A,True,5.9/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Tornado,2025,R,13 Jun 2025,90 min,"Action, Drama, Thriller",John Maclean,"John Maclean, Kate Leys","Kôki, Nathan Malone, Tim Roth","A Japanese puppeteer's daughter gets caught up with criminals when their show crosses paths with a crime gang, led by Sugarman and his son Little Sugar.","English, Japanese",United Kingdom,2 nominations total,https://m.media-amazon.com/images/M/MV5BYTdmMjUzY2YtZDY4Yy00ZGI1LWI1ODktYmMyZjUzZmYwYWUwXkEyXkFqcGc@._V1_SX300.jpg,57,5.6,"2,674",tt27721490,movie,N/A,"$213,795",N/A,N/A,True,5.6/10,57/100,,65%,,,,
The Last Rodeo,2022,N/A,29 Sep 2022,7 min,"Short, Mystery",Elijah Broughton,Sean Furey,"Greg Gerber, Jenny Henderson, John Wayne Henderson",A dutiful home inspector is tasked with investigating an allegedly haunted house.,English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BOWExZWFkNmMtNTdmZS00MzA1LWE3NWMtNGVjN2NiZmVjMDA0XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt22260856,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Last Rodeo,2025,PG,23 May 2025,116 min,Drama,Jon Avnet,"Jon Avnet, Neal McDonough, Derek Presley","Neal McDonough, Christopher McDonald, Mykelti Williamson","To save his grandson, a retired rodeo star enters a high-stakes bull-riding competition. Along the way, he confronts his past, discovers faith, and proves that true courage lies in family.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTI4NjcwODMtZGVhMi00ODhhLWIwODItZTQ4MmY0ZmU5OTliXkEyXkFqcGc@._V1_SX300.jpg,61,6.3,"3,121",tt30908405,movie,N/A,"$15,201,659",N/A,N/A,True,6.3/10,61/100,,69%,,,,
Hurry Up Tomorrow,2025,R,16 May 2025,105 min,Thriller,Trey Edward Shults,"Trey Edward Shults, The Weeknd, Reza Fahim","The Weeknd, Jenna Ortega, Barry Keoghan","An insomniac musician encounters a mysterious stranger, leading to a journey that challenges everything he knows about himself.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDQ2MGIyNDQtYjVhOS00ZjI1LWFmYzctMWI2MGZhZGFhZWM4XkEyXkFqcGc@._V1_SX300.jpg,29,4.6,"10,301",tt26927452,movie,N/A,"$5,215,357",N/A,N/A,True,4.6/10,29/100,,14%,,,,
Fight or Flight,2007,Not Rated,21 Feb 2009,84 min,Documentary,"Peter J. McCarthy, Shane Sutton",Peter J. McCarthy,Peter J. McCarthy,"Muay Thai Boxing, with a spiritual basis in Buddhism, Fight or Flight is a film that explores the nature of conflict in mankind in the world of ring fighting in Thailand. For two years, the crew travels throughout Thailand's most ...",English,Ireland,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTY1Nzk5NjgzMV5BMl5BanBnXkFtZTgwOTIyMTA2MDE@._V1_SX300.jpg,N/A,7.3,24,tt0816082,movie,N/A,N/A,N/A,N/A,True,7.3/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Fight or Flight,2024,R,09 May 2025,102 min,"Action, Comedy",James Madigan,"Brooks McLaren, D.J. Cotrona","Josh Hartnett, Charithra Chandran, Katee Sackhoff",A mercenary takes on the job of tracking down a target on a plane but must protect that target when they're surrounded by people trying to kill both of them.,English,"United States, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BMmE4YTQxMjctMWFlZC00OTY5LWJiNTctZjFhNTJlMmIxMmViXkEyXkFqcGc@._V1_SX300.jpg,59,6.4,"21,392",tt13652286,movie,N/A,"$3,522,025",N/A,N/A,True,6.4/10,59/100,,76%,,,,
Friendship,2024,R,23 May 2025,100 min,Comedy,Andrew DeYoung,Andrew DeYoung,"Tim Robinson, Paul Rudd, Kate Mara",A suburban dad falls hard for his charismatic new neighbor.,English,United States,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMzljN2M1MWMtYmUwMi00YWM5LTllMGItNzZlMmU1NWM2NTY5XkEyXkFqcGc@._V1_SX300.jpg,72,6.7,"31,232",tt30505698,movie,N/A,"$16,228,274",N/A,N/A,True,6.7/10,72/100,,87%,,,,
Juliet & Romeo,2025,PG-13,09 May 2025,122 min,"Drama, Musical, Romance",Timothy Scott Bogart,"Timothy Scott Bogart, William Shakespeare","Clara Rugaard, Jamie Ward, Jason Isaacs","The greatest love story of all time, set as an original pop musical. Based on the real story that inspired William Shakespeare's ""Romeo and Juliet"".",English,"United States, Italy",N/A,https://m.media-amazon.com/images/M/MV5BODU0NDBhYzAtZWVmYy00OTNlLThmNzQtYjNlYjNhN2Q5NDBiXkEyXkFqcGc@._V1_SX300.jpg,31,3.7,457,tt26597666,movie,N/A,"$456,623",N/A,N/A,True,3.7/10,31/100,,26%,,,,
Clown in a Cornfield,2025,R,09 May 2025,96 min,"Horror, Mystery, Thriller",Eli Craig,"Carter Blanchard, Eli Craig, Adam Cesare","Katie Douglas, Aaron Abrams, Carson MacCormac","A fading midwestern town in which Frendo the clown, a symbol of bygone success, reemerges as a terrifying scourge.",English,"United States, Luxembourg, United Kingdom, Canada",1 nomination total,https://m.media-amazon.com/images/M/MV5BOGUwNzQwMzYtZTkyYi00OTM3LWJiOGEtNzVkN2UxOGZlMmE3XkEyXkFqcGc@._V1_SX300.jpg,55,5.6,"20,832",tt23060698,movie,N/A,"$7,251,799",N/A,N/A,True,5.6/10,55/100,,74%,,,,
Shadow Force,1992,R,01 Dec 1992,80 min,"Action, Crime, Drama",Ken Lamkin,Wayne Wynne,"Dirk Benedict, Lise Cutter, Lance LeGault",Policemen by Day - Assassins at Night. A story all too familiar yet amazing to see. Follow the daily lives of corrupt policemen as they make a fortune as assassins.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjAxNjUwNjQ5MF5BMl5BanBnXkFtZTgwMTc3ODk1MDE@._V1_SX300.jpg,N/A,7.3,111,tt0108099,movie,N/A,N/A,N/A,N/A,True,7.3/10,,,,,,,
Friendship,1929,N/A,19 Feb 1929,22 min,"Drama, Short",Eugene Walter,Eugene Walter,"Robert Edeson, Donald Gallaher, Edward Earle",N/A,English,United States,N/A,N/A,N/A,N/A,N/A,tt0447157,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Shadow Force,2025,R,09 May 2025,104 min,"Action, Drama, Thriller",Joe Carnahan,"Leon Chills, Joe Carnahan","Kerry Washington, Omar Sy, Jahleel Kamara","An estranged couple with a bounty on their heads must go on the run with their son to avoid their former employer, a unit of shadow ops that has been sent to kill them.","English, French, Spanish, German",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTUyZTUyOTMtOGU5OC00MmM1LTk0NWUtMjNlMTU4ZTkwMDRjXkEyXkFqcGc@._V1_SX300.jpg,27,4.7,"4,106",tt11092020,movie,N/A,"$3,933,483",N/A,N/A,True,4.7/10,27/100,,30%,,,,
Friendship,2022,N/A,19 Oct 2022,7 min,"Animation, Short",Lin Tam,"Sean Smith, Lin Tam",N/A,Some friendships stand the test of time.,English,"United States, Australia",6 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BZGY1MWMxZTgtMzllNC00YmZiLTkwODctMTkxNGZlNzE5NTA4XkEyXkFqcGdeQXVyMTA2MjA5MTA4._V1_SX300.jpg,N/A,N/A,N/A,tt20231548,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Bonjour Tristesse,1958,Not Rated,01 Feb 1958,94 min,"Drama, Romance",Otto Preminger,"Arthur Laurents, Françoise Sagan","Jean Seberg, David Niven, Deborah Kerr","Spoiled Cecile, 17, spends her summer at the French Riviera with her rich, widower, playboy dad and Elsa. Anne, her late mom's friend, visits and brings changes to all.",English,"United Kingdom, United States",Nominated for 1 BAFTA Award2 nominations total,https://m.media-amazon.com/images/M/MV5BMTAzOTY5NTU2NDJeQTJeQWpwZ15BbWU4MDAyNzMyMTAx._V1_SX300.jpg,N/A,6.9,"5,828",tt0051429,movie,N/A,N/A,N/A,N/A,True,6.9/10,,,84%,,,,
