Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Error,Season,Episode,seriesID,totalSeasons
Alien vs. Predator,2004,PG-13,13 Aug 2004,101 min,"Action, Adventure, Horror",Paul W.S. Anderson,"Paul W.S. Anderson, Dan O'Bannon, Ronald Shusett","Sanaa Lathan, Lance Henriksen, Raoul Bova","During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.","English, Italian","Czech Republic, United Kingdom, Germany, Canada, United States",2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTU4MjIwMTcyMl5BMl5BanBnXkFtZTYwMTYwNDA3._V1_SX300.jpg,29,5.7,"227,856",tt0370263,movie,N/A,"$80,282,231",N/A,N/A,True,5.7/10,21%,29/100,,,,,
Open Water,2003,R,20 Aug 2004,79 min,"Adventure, Drama, Horror",Chris Kentis,Chris Kentis,"Blanchard Ryan, Daniel Travis, Saul Stein",Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.,English,United States,2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNjQ5ODAyOTk3OF5BMl5BanBnXkFtZTcwNzQ1NjYyMQ@@._V1_SX300.jpg,63,5.8,"57,551",tt0374102,movie,N/A,"$30,610,863",N/A,N/A,True,5.8/10,71%,63/100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Little Black Book,2004,PG-13,06 Aug 2004,107 min,"Comedy, Drama, Romance",Nick Hurran,"Melissa Carter, Elisa Bell","Brittany Murphy, Ron Livingston, Holly Hunter","A woman snoops through her boyfriend's palm pilot and reveals his former girlfriends, which causes her to question why they're still listed in his little black book.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BODFjMmI5NTEtMzBhYy00NzE1LTk4NTItMTM2M2QzY2UyMmFlXkEyXkFqcGc@._V1_SX300.jpg,36,5.3,"19,563",tt0361841,movie,N/A,"$20,698,668",N/A,N/A,True,5.3/10,22%,36/100,,,,,
Saints and Soldiers,2003,PG-13,25 Mar 2005,90 min,"Action, Drama, War",Ryan Little,"Geoffrey Panos, Matt Whitaker","Corbin Allred, Alexander Polinsky, Kirby Heyborne",Four American soldiers and one Brit fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.,"English, German",United States,16 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5NDEyNjg3NV5BMl5BanBnXkFtZTYwNDMyMjk2._V1_SX300.jpg,56,6.6,"21,925",tt0373283,movie,N/A,"$1,310,470",N/A,N/A,True,6.6/10,64%,56/100,,,,,
The Manchurian Candidate,1962,PG-13,24 Oct 1962,126 min,"Drama, Thriller",John Frankenheimer,"Richard Condon, George Axelrod, John Frankenheimer","Frank Sinatra, Laurence Harvey, Janet Leigh",An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,"English, Spanish",United States,Nominated for 2 Oscars. 6 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTg2NTM1ZDktNTM4My00NzM0LWE3ZjctMTUyZTk0N2EwMGNjXkEyXkFqcGc@._V1_SX300.jpg,94,7.9,"83,273",tt0056218,movie,N/A,"$2,757,256",N/A,N/A,True,7.9/10,97%,94/100,,,,,
The Manchurian Candidate,2004,R,30 Jul 2004,129 min,"Drama, Mystery, Sci-Fi",Jonathan Demme,"Richard Condon, George Axelrod, Daniel Pyne","Denzel Washington, Liev Schreiber, Meryl Streep","In the midst of the Gulf War, soldiers are kidnapped and brainwashed for sinister purposes.",English,United States,Nominated for 1 BAFTA Award1 win & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMGVkNDJkYWYtYjE4Yy00OTEzLThkOTUtZTJiMjRkYzliNDk3XkEyXkFqcGc@._V1_SX300.jpg,76,6.6,"121,188",tt0368008,movie,N/A,"$65,955,630",N/A,N/A,True,6.6/10,79%,76/100,,,,,
Thunderbirds,2004,PG,30 Jul 2004,95 min,"Action, Adventure, Comedy",Jonathan Frakes,"Gerry Anderson, Sylvia Anderson, Peter Hewitt","Bill Paxton, Anthony Edwards, Ben Kingsley","When The Hood finds and invades International Rescue's secret base and traps most of the Tracy family, only young Alan Tracy and his friends can save the day.",English,"United Kingdom, France, United States",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTU2NDA1NTkyN15BMl5BanBnXkFtZTYwNzAzODg2._V1_SX300.jpg,36,4.3,"14,842",tt0167456,movie,N/A,"$6,880,917",N/A,N/A,True,4.3/10,18%,36/100,,,,,
Thunderbirds,1952,Approved,27 Nov 1952,98 min,"Adventure, Drama, Romance",John H. Auer,"Kenneth Gamet, Mary C. McCall Jr.","John Derek, John Drew Barrymore, Mona Freeman","An Oklahoma National Guard unit, comprised mainly of Native Americans, is called up for duty at the start of World War II.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZGVmNTY5MGEtM2Y0OS00NmViLWEyM2MtMDNhODQxZTMzYmRkXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,N/A,5.9,128,tt0045237,movie,N/A,N/A,N/A,N/A,True,5.9/10,,,,,,,
The Bourne Supremacy,2004,PG-13,23 Jul 2004,108 min,"Action, Mystery, Thriller",Paul Greengrass,"Robert Ludlum, Tony Gilroy","Matt Damon, Franka Potente, Joan Allen","When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.","English, Russian, German, Italian","United States, Germany, India, Russia",5 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BZTU4ZDgyYjgtODA0Mi00MmE3LTgzYWQtZjc1YTFiMTczZTQ3XkEyXkFqcGc@._V1_SX300.jpg,73,7.7,"505,304",tt0372183,movie,N/A,"$176,241,941",N/A,N/A,True,7.7/10,81%,73/100,,,,,
Catwoman,2004,PG-13,23 Jul 2004,104 min,"Action, Crime, Fantasy",Pitof,"Bob Kane, Theresa Rebeck, John Brancato","Halle Berry, Sharon Stone, Benjamin Bratt","A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.","English, Spanish",United States,13 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMjA4MzM0NDAzOF5BMl5BanBnXkFtZTcwMDY3MDYyMQ@@._V1_SX300.jpg,27,3.4,"129,770",tt0327554,movie,N/A,"$40,202,379",N/A,N/A,True,3.4/10,8%,27/100,,,,,
A Cinderella Story,2004,PG,16 Jul 2004,95 min,"Comedy, Family, Romance",Mark Rosman,Leigh Dunlap,"Hilary Duff, Jennifer Coolidge, Chad Michael Murray","Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.","English, German, Czech","United States, Canada",6 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_SX300.jpg,25,5.9,"99,865",tt0356470,movie,N/A,"$51,438,175",N/A,N/A,True,5.9/10,11%,25/100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Sleepover,1995,Not Rated,25 Oct 1996,88 min,Drama,John Francis Sullivan,John Francis Sullivan,"Michael Albanese, Evi Allen, Shannon Barry","Critically acclaimed film from the heyday of American indies, Six teens steal the family car and go out for a night on the town. Jealousy, lust and power dynamics soon make it a night that they all will remember.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTUzMzY5MDA4M15BMl5BanBnXkFtZTcwNjE4MzAzMQ@@._V1_SX300.jpg,N/A,5.7,60,tt0114472,movie,N/A,$464,N/A,N/A,True,5.7/10,,,,,,,
Sleepover,2004,PG,09 Jul 2004,89 min,"Comedy, Family, Romance",Joe Nussbaum,Elisa Bell,"Alexa PenaVega, Mika Boorem, Scout Taylor-Compton","Desperate to improve their social status, four best friends enter into an all-night scavenger hunt against the popular clique in their school.",English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTA4ODg1OTk2MjJeQTJeQWpwZ15BbWU3MDc4MzIyNzQ@._V1_SX300.jpg,33,5.3,"18,777",tt0368975,movie,N/A,"$9,436,390",N/A,N/A,True,5.3/10,15%,33/100,,,,,
Spider-Man 2,2004,PG-13,30 Jun 2004,127 min,"Action, Adventure, Sci-Fi",Sam Raimi,"Stan Lee, Steve Ditko, Alfred Gough","Tobey Maguire, Kirsten Dunst, Alfred Molina",Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,"English, Russian, Chinese",United States,Won 1 Oscar. 25 wins & 60 nominations total,https://m.media-amazon.com/images/M/MV5BNGQ0YTQyYTgtNWI2YS00NTE2LWJmNDItNTFlMTUwNmFlZTM0XkEyXkFqcGc@._V1_SX300.jpg,83,7.5,"762,985",tt0316654,movie,N/A,"$375,087,840",N/A,N/A,True,7.5/10,93%,83/100,,,,,
Two Brothers and Two Others,2001,N/A,14 Jul 2001,60 min,Drama,Richard Bell,Richard Bell,"Norbert Orlewicz, Cody Campbell, Kevin MacDonald","Two brothers, one straight one gay, move in together after the death of their mother. They attempt to reconnect while the younger attempts to explore his sexuality in the ""big city"".",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMTQ3ODAzMjA5OV5BMl5BanBnXkFtZTcwOTQ2NTAwMQ@@._V1_SX300.jpg,N/A,5.8,210,tt0354981,movie,29 Oct 2002,N/A,N/A,N/A,True,5.8/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
The Notebook,2004,PG-13,25 Jun 2004,123 min,"Drama, Romance",Nick Cassavetes,"Jeremy Leven, Jan Sardi, Nicholas Sparks","Gena Rowlands, James Garner, Rachel McAdams",An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,English,United States,12 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZjE0ZjgzMzYtMTAxYi00NGMzLThmZDktNzFlMzA2MWRmYWQ0XkEyXkFqcGc@._V1_SX300.jpg,53,7.8,"664,237",tt0332280,movie,N/A,"$81,417,274",N/A,N/A,True,7.8/10,54%,53/100,,,,,
White Chicks,2004,PG-13,23 Jun 2004,109 min,"Comedy, Crime",Keenen Ivory Wayans,"Keenen Ivory Wayans, Shawn Wayans, Marlon Wayans","Marlon Wayans, Shawn Wayans, Busy Philipps",Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.,English,United States,3 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTY3OTg2OTM3OV5BMl5BanBnXkFtZTYwNzY5OTA3._V1_SX300.jpg,41,5.9,"185,136",tt0381707,movie,N/A,"$70,831,760",N/A,N/A,True,5.9/10,15%,41/100,,,,,
Fahrenheit 9/11,2004,R,25 Jun 2004,122 min,"Documentary, Drama, War",Michael Moore,Michael Moore,"Michael Moore, George W. Bush, Ben Affleck",Michael Moore's view on what happened to the United States after 9/11 and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,"English, Arabic",United States,29 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BMjAyODU1NzM0NF5BMl5BanBnXkFtZTcwNjI1MjYyMQ@@._V1_SX300.jpg,67,7.5,"134,349",tt0361596,movie,N/A,"$119,194,771",N/A,N/A,True,7.5/10,82%,67/100,,,,,
Saints and Sinners,1915,N/A,17 Feb 1915,N/A,"Short, Drama",Henry Otto,Paul Gaddis (story),"Edward Coxen, Winifred Greenwood, Mrs. Tom Ricketts, John Steppling","""The Saint"" of the village is a rich woman, who lives in a big house and plays Lady Bountiful. She professes herself a Christian and has a great deal to say about the force of her example ...","None, English",USA,N/A,N/A,N/A,N/A,N/A,tt0222341,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Saints and Sinners,1994,R,19 Apr 1995,100 min,"Action, Crime, Drama",Paul Mones,Paul Mones,"Damian Chapa, Jennifer Rubin, Scott Plank","After many years Pooch returns to his neighbourhood. To Big Boy, his best friend, Pooch is valuable asset in his plans of becoming local crime lord. To Pooch, this reunion is painful because he is, actually, undercover cop sent to...",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMmIzNWFlNzYtMGE1Zi00MDM3LTljM2EtMDNjZThiNGQwZGUyXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.1,213,tt0117539,movie,N/A,N/A,N/A,N/A,True,5.1/10,,,,,,,
Saints and Sinners,1949,Approved,15 Aug 1949,87 min,"Comedy, Drama",Leslie Arliss,"Paul Vincent Carroll, Leslie Arliss, Mabbie Poole","Kieron Moore, Christine Norden, Sheila Manahan",What happens to the saints and sinners of a small Irish village on the day the world is supposed to end.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMWJkYWE1NmUtMjAxOC00ZTE5LTg3OTgtOGVhMTI0MThlY2YxXkEyXkFqcGdeQXVyNDQ3NDM5OQ@@._V1_SX300.jpg,N/A,5.9,57,tt0041836,movie,N/A,N/A,N/A,N/A,True,5.9/10,,,,,,,
Once Upon a Time in the Hood,2004,N/A,01 Jul 2004,94 min,Action,Juan Frausto,"Juan Frausto, David J. Miller","Eric Avilés, Aimee Bravo, Carmen Cenko","In the gang infested neighborhoods nearby Chicago's Little Village, Raul follows in the footsteps of his older brother Freddy. Raul's destiny as a member of the Latin Crowns street gang seems predetermined, but when he falls in lo...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTY4NTkxNTM1NV5BMl5BanBnXkFtZTcwMDI5NDczMQ@@._V1_SX300.jpg,N/A,4.6,124,tt0399445,movie,N/A,N/A,N/A,N/A,True,4.6/10,,,,,,,
Saints and Sinners,2004,Not Rated,15 May 2004,80 min,Documentary,"Abigail Honor, Yan Vizinberg",Abigail Honor,"Edward DeBonis, Olga DeBonis, Theodore DeBonis","After living together for seven years in a seemingly accepting community in New York City, Edward DeBonis and Vincent Maniscalco decide to get married. But unlike many other gay couples who formalize their relationship in a domest...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTYzNTk1ODk4Ml5BMl5BanBnXkFtZTcwMzQzNDEzMQ@@._V1_SX300.jpg,57,5.8,72,tt0392739,movie,N/A,"$3,826",N/A,N/A,True,5.8/10,64%,57/100,,,,,
The Stepford Wives,1975,PG,12 Feb 1975,115 min,"Horror, Mystery, Sci-Fi",Bryan Forbes,"Ira Levin, William Goldman","Katharine Ross, Paula Prentiss, Peter Masterson","Joanna Eberhart has come to the quaint little town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTY5NWJkM2ItYzlmOC00OTM5LWIyOTYtMDYzOTExYWViODUzXkEyXkFqcGc@._V1_SX300.jpg,54,6.9,"20,788",tt0073747,movie,N/A,"$8,720,000",N/A,N/A,True,6.9/10,55%,54/100,,,,,
The Chronicles of Riddick,2004,R,11 Jun 2004,119 min,"Action, Adventure, Sci-Fi",David Twohy,"Jim Wheat, Ken Wheat, David Twohy","Vin Diesel, Judi Dench, Colm Feore","The wanted criminal Richard Bruno Riddick arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe.",English,United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BNjJkZGI1MTktNmNiMS00NTE5LTkyY2EtZjkyMDZjMzdhZTJjXkEyXkFqcGc@._V1_SX300.jpg,38,6.6,"249,300",tt0296572,movie,N/A,"$57,761,012",N/A,N/A,True,6.6/10,29%,38/100,,,,,
The Stepford Wives,2004,PG-13,11 Jun 2004,93 min,"Comedy, Horror, Sci-Fi",Frank Oz,"Ira Levin, Paul Rudnick","Nicole Kidman, Bette Midler, Matthew Broderick",The secret to a Stepford wife lies behind the doors of the Men's Association.,English,United States,3 wins total,https://m.media-amazon.com/images/M/MV5BMjEzNTM4ODM1OF5BMl5BanBnXkFtZTcwNjg4NzAzMw@@._V1_SX300.jpg,42,5.4,"72,770",tt0327162,movie,N/A,"$59,484,742",N/A,N/A,True,5.4/10,25%,42/100,,,,,
Saved!,2004,PG-13,11 Jun 2004,92 min,"Comedy, Drama",Brian Dannelly,"Brian Dannelly, Michael Urban","Jena Malone, Mandy Moore, Macaulay Culkin","When a girl attending a Christian high school becomes pregnant, all of her former friends turn on her and she is ostracized and demonized.",English,"United States, Canada",1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ1ODM1ODU1N15BMl5BanBnXkFtZTcwMjI5MzA3NA@@._V1_SX300.jpg,62,6.7,"49,792",tt0332375,movie,N/A,"$8,940,582",N/A,N/A,True,6.7/10,61%,62/100,,,,,
Soul Plane,2004,R,28 May 2004,86 min,Comedy,Jessy Terrero,"Bo Zenga, Chuck Wilson","Dwayne Adway, Snoop Dogg, Tom Arnold","Things get raucously funny aboard the maiden flight of a black-owned airline, thanks to some last-minute passenger additions.","English, Spanish",United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTc5NDcxNjg5N15BMl5BanBnXkFtZTcwMDIyNzczMw@@._V1_SX300.jpg,33,4.5,"25,548",tt0367085,movie,N/A,"$14,190,750",N/A,N/A,True,4.5/10,16%,33/100,,,,,
The Day After Tomorrow,2004,PG-13,28 May 2004,124 min,"Action, Adventure, Sci-Fi",Roland Emmerich,"Roland Emmerich, Jeffrey Nachmanoff","Dennis Quaid, Jake Gyllenhaal, Emmy Rossum","Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.","English, Japanese, French, Arabic",United States,Won 1 BAFTA Award6 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BOGZmNDYyNmMtNDQyNy00OTkzLTg1OGUtYWJiNmQ5Y2Q5ZGU3XkEyXkFqcGc@._V1_SX300.jpg,47,6.5,"504,541",tt0319262,movie,N/A,"$186,740,799",N/A,N/A,True,6.5/10,45%,47/100,,,,,
Shrek 2,2004,PG,19 May 2004,93 min,"Animation, Adventure, Comedy","Andrew Adamson, Kelly Asbury, Conrad Vernon","William Steig, Andrew Adamson, Joe Stillman","Mike Myers, Eddie Murphy, Cameron Diaz","Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.",English,United States,Nominated for 2 Oscars. 18 wins & 52 nominations total,https://m.media-amazon.com/images/M/MV5BMzNmNjQ1NmUtNzhiZS00YWE2LTg4N2ItZTA2ODdmOTMwOTQ1XkEyXkFqcGc@._V1_SX300.jpg,75,7.4,"542,395",tt0298148,movie,N/A,"$444,978,202",N/A,N/A,True,7.4/10,89%,75/100,,,,,
Troy,2015,N/A,01 May 2015,N/A,"Short, Sci-Fi",Yang Xiao,"Xuqi Zhong, Charles Rogers","Christian James, Mary Rogers McMaster, Ben VanderMey",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGUwNGJmMjMtY2FiMC00NjNiLWFiZjUtMThhMmQ1MWM1NDE1XkEyXkFqcGdeQXVyMjA1ODEyOTY@._V1_SX300.jpg,N/A,N/A,8,tt4082460,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Troy,2022,N/A,N/A,16 min,"Short, Comedy",Mike Donahue,"Mike Donahue, Dane Laffrey, Jen Silverman","Adina Verson, Michael Braun, Dylan Baker",Follows a darkly comedic tale about the unexpected consequences of unasked-for intimacy.,English,United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNWMxODQyOTYtMGQ0ZC00ODY3LTllOWMtNTk2MDBlYWViNzI5XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,109,tt15940454,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Breakin' All the Rules,2004,PG-13,14 May 2004,85 min,"Comedy, Romance",Daniel Taplitz,Daniel Taplitz,"Jamie Foxx, Gabrielle Union, Morris Chestnut","Inspired by his fiancée (who dumped him), a man publishes a break-up hand-book for men, becoming a best-selling author in the process.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTg5MjA2OTU4MV5BMl5BanBnXkFtZTYwMjI4NDY3._V1_SX300.jpg,46,5.6,"6,448",tt0349169,movie,N/A,"$12,264,319",N/A,N/A,True,5.6/10,32%,46/100,,,,,
Troy,2004,R,14 May 2004,163 min,"Action, Adventure, Drama",Wolfgang Petersen,"Homer, David Benioff","Brad Pitt, Eric Bana, Orlando Bloom","An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces.",English,"United States, Bulgaria, United Kingdom, Malta",Nominated for 1 Oscar. 5 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SX300.jpg,56,7.3,"603,160",tt0332452,movie,N/A,"$133,378,256",N/A,N/A,True,7.3/10,53%,56/100,,,,,
New York Minute,2004,PG,07 May 2004,91 min,"Adventure, Comedy, Crime",Dennie Gordon,"Emily Fox, Adam Cooper, Bill Collage","Mary-Kate Olsen, Ashley Olsen, Eugene Levy",Two sisters who just can't get along have to travel to New York City together and find themselves on numerous misadventures in order to accomplish their goals.,English,United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BMTI2Mjc0OTc0MV5BMl5BanBnXkFtZTcwMjM4MzUyMQ@@._V1_SX300.jpg,33,5.0,"25,608",tt0363282,movie,N/A,"$14,071,441",N/A,N/A,True,5.0/10,11%,33/100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,,Incorrect IMDb ID.,,,,
Van Helsing,2023,N/A,07 Feb 2023,81 min,Horror,BC Fourteen,BC Fourteen,"Ernesto Galan, Simon Jackson, Edson Camacho","In the aftermath of Earth's nuclear destruction, scientist Jack Van Helsing joins forces with a team of astronaut survivors to colonize the moon.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjhmMDQ2YWItYTgwOC00MjEwLTliOTMtMDk2OWEwZjgyMmMwXkEyXkFqcGc@._V1_SX300.jpg,N/A,3.1,42,tt27713536,movie,N/A,N/A,N/A,N/A,True,3.1/10,,,,,,,
Van Helsing,2004,PG-13,07 May 2004,131 min,"Action, Adventure, Fantasy",Stephen Sommers,Stephen Sommers,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh","The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.","English, Latin, French","Czech Republic, United States",3 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BNDk3NTdlYzQtMjhiMy00MWJkLWFjNDctMzE4ZGEwZWExNGViXkEyXkFqcGc@._V1_SX300.jpg,35,6.1,"301,654",tt0338526,movie,N/A,"$120,177,084",N/A,N/A,True,6.1/10,,35/100,,,,,
Godsend,2004,PG-13,30 Apr 2004,102 min,"Action, Drama, Fantasy",Nick Hamm,Mark Bomback,"Robert De Niro, Greg Kinnear, Rebecca Romijn","A couple agree to have their deceased son cloned, under the supervision of an enigmatic doctor, but bizarre things start to happen several years after his rebirth.",English,"Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTYzNzE3MTg5Ml5BMl5BanBnXkFtZTcwMTIxNDYwNQ@@._V1_SX300.jpg,24,4.8,"26,994",tt0335121,movie,N/A,"$14,379,751",N/A,N/A,True,4.8/10,3%,24/100,,,,,
Laws of Attraction,2004,PG-13,30 Apr 2004,90 min,"Comedy, Romance",Peter Howitt,"Aline Brosh McKenna, Robert Harling","Pierce Brosnan, Julianne Moore, Parker Posey","Amidst a sea of litigation, two New York City divorce lawyers find love.",English,"Ireland, United Kingdom, Germany, United States",2 nominations total,https://m.media-amazon.com/images/M/MV5BNmQ4MjFiYjktOTYzNy00MTdhLTkzNTktNDFkMThmMTdkMzEzXkEyXkFqcGc@._V1_SX300.jpg,38,5.9,"25,251",tt0323033,movie,N/A,"$17,871,255",N/A,N/A,True,5.9/10,18%,38/100,,,,,
Godsend,2021,N/A,27 Jan 2021,90 min,Drama,Gary Lee Vincent,Rich Bottles Jr.,"Michael Ochotorena, Greg Mason, Kevin Winn","When a man (Michael Ochotorena, ""John Light,"" ""Dispatched"") wakes up under a bridge to discover he no longer knows who he is or how he got there, his life brutally unfolds as a homeless person. Enduring the scorn of random people,...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDU1MTM0MGEtNjdmMS00MjcyLWEwNjctMjdjOGJlYWQ0NDlhXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.6,96,tt13699300,movie,N/A,N/A,N/A,N/A,True,5.6/10,,,,,,,
Man on Fire,1957,Approved,21 Oct 1957,95 min,Drama,Ranald MacDougall,"Ranald MacDougall, Malvin Wald, Jack Jacobs","Bing Crosby, Inger Stevens, Mary Fickett","A wealthy businessman whose wife has divorced him, is bitter about the divorce, and prevents his ex-wife from seeing their child. She takes him to court, and a judge tries to determine what will be best for the child.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzk3MTY2NWUtY2RmOC00OTUzLTlkNjktMGY4ODQ3MDEwMDJlXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.5,477,tt0050682,movie,N/A,N/A,N/A,N/A,True,6.5/10,,,,,,,
Man on Fire,2004,R,23 Apr 2004,146 min,"Action, Crime, Drama",Tony Scott,"A.J. Quinnell, Brian Helgeland","Denzel Washington, Christopher Walken, Dakota Fanning","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","English, Spanish","Switzerland, United Kingdom, United States, Mexico",1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMGMzNjg3ZDgtOGNlNy00NTdjLWI2NDEtMjI1MmEwMTBmMjMxXkEyXkFqcGc@._V1_SX300.jpg,47,7.7,"409,576",tt0328107,movie,N/A,"$77,911,774",N/A,N/A,True,7.7/10,39%,47/100,,,,,
Man on Fire,1987,R,04 Sep 1987,92 min,"Action, Drama, Thriller",Élie Chouraqui,"A.J. Quinnell, Élie Chouraqui, Sergio Donati","Scott Glenn, Jade Malle, Joe Pesci","A former CIA agent, Christian Creasy, becomes in Italy the bodyguard of a girl who awakens in him a tenderness he never felt before. When she is abducted, Creasy's fiery rage is unleashed, and he embarks on a bloody revenge spree.","French, English, Italian","France, Italy, United States",N/A,https://m.media-amazon.com/images/M/MV5BM2E4YTlmZWMtMzcxOC00YTUxLTg2MDQtMjhhMGIzNjQ2Y2FjXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.8,"3,388",tt0093489,movie,N/A,"$519,596",N/A,N/A,True,5.8/10,,,,,,,
Man on Fire,2018,N/A,20 Jan 2018,54 min,"Documentary, Biography",Joel Fendelman,N/A,Ron Blanton,"Grand Saline, Texas was a sleepy, unremarkable town--until a white preacher lit himself on fire to protest the town's racism in 2014.",English,United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BNTgxNzdkNDEtNWNmMy00YmVhLWJkODYtMjdmZDRiZmE4ZmI2XkEyXkFqcGdeQXVyNzY1MTUyMg@@._V1_SX300.jpg,N/A,6.9,67,tt7008252,movie,N/A,N/A,N/A,N/A,True,6.9/10,,,,,,,
