Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,totalSeasons,Season,Episode,seriesID
No Good Deed,2022,N/A,24 Sep 2022,10 min,"Short, Thriller",Jay Kay,Jay Kay,"Isaac J. Conner, Alexa Downing, Gunner Tyler","Inspired by real events, a homeless man named Simon wanders to a parked car and accepts a bag filled with food and supplies from an anonymous man behind the wheel. Wandering away after the charity, Simon is tempted back by an oppo...",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BNDI0YTJlZGItN2VkOC00ODVhLTk4NzUtYTczZWU1OGMyMjUxXkEyXkFqcGdeQXVyMjU5MzY5NzU@._V1_SX300.jpg,N/A,N/A,6,tt21867160,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Identical,2014,PG,05 Sep 2014,107 min,"Drama, Music",Dustin Marcellino,"Wade Cummins, Howard Klausner","Blake Rayne, Ray Liotta, Ashley Judd","Twin brothers are unknowingly separated at birth; one of them becomes an iconic rock 'n' roll star, while the other struggles to balance his love for music and pleasing his father.",English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BMTUxMzMzMTUzNV5BMl5BanBnXkFtZTgwNTUyMTMxMjE@._V1_SX300.jpg,25,5.3,"3,070",tt2326574,movie,N/A,"$2,827,666",N/A,N/A,True,,5.3/10,6%,25/100,,,,
The Remaining,2014,PG-13,24 Sep 2014,88 min,"Drama, Fantasy, Horror",Casey La Scala,"Casey La Scala, Chris Dowling","Johnny Pacar, Shaun Sipos, Bryan Dechart","Friends gather at a wedding, but the celebration's shattered by terrifying apocalyptic events, which force them to re-examine life, choices they've made...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTc4Mzk1NDA3MF5BMl5BanBnXkFtZTgwNTk1MjU0MjE@._V1_SX300.jpg,38,4.3,"9,220",tt2714380,movie,N/A,"$1,169,603",N/A,N/A,True,,4.3/10,60%,38/100,,,,
Falcon Rising,2014,R,04 Sep 2014,103 min,"Action, Adventure",Ernie Barbarash,Y.T. Parazi,"Michael Jai White, Neal McDonough, Jimmy Navarro","Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.","Portuguese, Japanese, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMjA1OTkyMzUyN15BMl5BanBnXkFtZTgwNjI0MTUzMjE@._V1_SX300.jpg,49,5.8,"9,691",tt2295722,movie,N/A,"$11,774",N/A,N/A,True,,5.8/10,43%,49/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Life of Crime,2013,R,29 Aug 2014,98 min,"Comedy, Crime",Daniel Schechter,"Daniel Schechter, Elmore Leonard","Jennifer Aniston, Yasiin Bey, Isla Fisher",Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjE0NzQ1OTEwOV5BMl5BanBnXkFtZTgwMTY0MzUxMjE@._V1_SX300.jpg,60,5.8,"20,624",tt1663207,movie,N/A,"$265,452",N/A,N/A,True,,5.8/10,67%,60/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
The November Man,2014,R,27 Aug 2014,108 min,"Action, Adventure, Crime",Roger Donaldson,"Michael Finch, Karl Gajdusek, Bill Granger","Pierce Brosnan, Luke Bracey, Olga Kurylenko",An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high-level C.I.A. officials and the Russian President-elect.,"English, Russian","United States, Serbia",N/A,https://m.media-amazon.com/images/M/MV5BNTkzMDk5NjUxNV5BMl5BanBnXkFtZTgwMzMwOTMyMjE@._V1_SX300.jpg,38,6.3,"72,547",tt2402157,movie,N/A,"$25,018,119",N/A,N/A,True,,6.3/10,36%,38/100,,,,
When the Game Stands Tall,2014,PG,22 Aug 2014,115 min,"Biography, Drama, Family",Thomas Carter,"Scott Marshall Smith, David Zelon, Neil Hayes","Jim Caviezel, Alexander Ludwig, Michael Chiklis","The journey of legendary football coach Bob Ladouceur, who took the De La Salle High School Spartans from obscurity to a 151-game winning streak that shattered all records for any American sport.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTQ5NDMzOTI3MV5BMl5BanBnXkFtZTgwMjU4MTMyMjE@._V1_SX300.jpg,41,6.6,"17,366",tt2247476,movie,N/A,"$30,127,963",N/A,N/A,True,,6.6/10,21%,41/100,,,,
Sin City: A Dame to Kill For,2014,R,22 Aug 2014,102 min,"Action, Crime, Thriller","Frank Miller, Robert Rodriguez",Frank Miller,"Mickey Rourke, Jessica Alba, Josh Brolin",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,English,"United States, United Kingdom",4 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5ODYwNjgxMF5BMl5BanBnXkFtZTgwMTcwNzAyMjE@._V1_SX300.jpg,46,6.5,"177,049",tt0458481,movie,N/A,"$13,757,804",N/A,N/A,True,,6.5/10,42%,46/100,,,,
If I Stay,2014,PG-13,22 Aug 2014,107 min,"Drama, Fantasy, Music",R.J. Cutler,"Shauna Cross, Gayle Forman","Chloë Grace Moretz, Mireille Enos, Jamie Blackley","Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if...",English,United States,3 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZWVkNWM4M2ItMzU0Ni00ODI1LThmMDktNTAwMTI3YzBmMWRjXkEyXkFqcGc@._V1_SX300.jpg,46,6.7,"130,597",tt1355630,movie,N/A,"$50,474,843",N/A,N/A,True,,6.7/10,36%,46/100,,,,
Frank,2013,N/A,15 Dec 2013,9 min,"Short, Comedy, Fantasy","Joe Parham, Ben Target","Joe Parham, Ben Target","Natalie Dibsdale, Kieran Hodgson","Frank is a hermetic, obsessive young model maker whose lack of success in attracting the attention of the woman he loves leads him to attempt a bizarre, but deeply touching, wooing method.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMjAyMDQyOTQxNV5BMl5BanBnXkFtZTgwMjk3OTk4NzE@._V1_SX300.jpg,N/A,6.4,13,tt2567430,movie,N/A,N/A,N/A,N/A,True,,6.4/10,,,,,,
Dinosaur 13,2014,PG,15 Aug 2014,95 min,Documentary,Todd Douglas Miller,N/A,"Stan Adelstein, Lanice Archer, Robert Bakker",A documentary about the discovery of the largest Tyrannosaurus Rex fossil ever found.,English,United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTQxMzQ2NTE5Nl5BMl5BanBnXkFtZTgwMzI5OTA4MTE@._V1_SX300.jpg,66,7.2,"4,005",tt3090252,movie,N/A,N/A,N/A,N/A,True,,7.2/10,73%,66/100,,,,
Life After Beth,2014,R,15 Jul 2014,89 min,"Comedy, Fantasy, Horror",Jeff Baena,Jeff Baena,"Aubrey Plaza, Dane DeHaan, John C. Reilly","A young man's recently deceased girlfriend mysteriously returns from the dead, but he slowly realizes she is not the way he remembered her.",English,United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BZjhhZmE5YjQtNGFlNi00ZjdkLWJjODUtNDg2NDRiYjE3NDQyXkEyXkFqcGc@._V1_SX300.jpg,50,5.7,"25,416",tt2581244,movie,N/A,"$88,273",N/A,N/A,True,,5.7/10,46%,50/100,,,,
Frank,2011,N/A,N/A,7 min,"Short, Drama, Romance","Gregory McCann, Sarina Talip",Sarina Talip,"Christian Doran, Georgia Pike","When Lucy's life seems empty an unexpected visitor comes to stay named Frank, the goldfish.",English,Australia,N/A,N/A,N/A,N/A,N/A,tt1813319,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Frank,2010,N/A,N/A,12 min,"Short, Drama",Kate Herron,"Jo Bond, Kate Herron","Richard Alleman, Griffin Stevens, Gilda Waugh","On the day of an eccentric businessman's funeral, three of his nearest and dearest must journey together despite long-standing resentment and friction between them.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMWU4MTA4NTEtNTc3MS00MDZlLWEzMjYtMjA0YjM5OTEwMDBiXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt1756521,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Frank,2021,N/A,25 Oct 2021,101 min,Horror,Krsy Fox,Krsy Fox,"Krsy Fox, Bonnie Aarons, Azure Parsons","In a moment of desperation Ruby Chase makes a vow of servitude to a monster (FRANK). She breaks her vow by committing suicide, setting FRANK on a course of bloody revenge against the people she loved the most.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTg5YmZlYTgtMTBlYy00ZjFjLTgyMmYtNDM1MzA0ZDljYzZkXkEyXkFqcGc@._V1_SX300.jpg,N/A,3.9,113,tt13779414,movie,N/A,N/A,N/A,N/A,True,,3.9/10,,,,,,
Frank,2006,Not Rated,15 Dec 2006,94 min,Action,Steve Jaggi,Steve Jaggi,"Didier Dell Benjamin, Graham Bowe, Manolis Emmanouel, Christian Finn","Desperation drags a man to start working for an assassin in this thriller. Rob is an all-American guy, but he loses his naiveté when he journeys to London to find his girlfriend. Just ...",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMTgwMTQ2Mjg1Nl5BMl5BanBnXkFtZTcwNDAxOTAwMw@@._V1_SX300.jpg,N/A,4.1,16,tt0933740,movie,N/A,N/A,N/A,N/A,True,,4.1/10,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Frank,2024,N/A,17 Jun 2024,7 min,"Short, Sci-Fi","Steven Paul Salinas III, Maggie Marie Salinas",Steven Paul Salinas III,"Andrew Neve, Sarah Oliveras, Ryan Brannan","Lee's desperate pursuit of a rumored fortune triggers a surreal journey where reality unravels, revealing a startling truth about existence itself. A visceral exploration of perception, identity, and the blurred boundaries between...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTFkMjhlZDgtNjQwZS00NzQ1LWE3YTMtZDU3NDhkY2RmZmY3XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt32812208,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Frank,2014,R,05 Sep 2014,95 min,"Comedy, Drama, Music",Lenny Abrahamson,"Jon Ronson, Peter Straughan","Michael Fassbender, Domhnall Gleeson, Maggie Gyllenhaal","Jon, a young wanna-be musician, discovers he's bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank.","English, French, German","Ireland, United Kingdom",13 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BMjM0OTczMTcxOV5BMl5BanBnXkFtZTgwMDU1MDUwMjE@._V1_SX300.jpg,75,6.9,"83,456",tt1605717,movie,N/A,"$645,186",N/A,N/A,True,,6.9/10,92%,75/100,,,,
The Trip to Italy,2014,Not Rated,25 Apr 2014,108 min,"Comedy, Drama",Michael Winterbottom,Michael Winterbottom,"Steve Coogan, Rob Brydon, Rosie Fellner","Two men, six meals in six different places on a road trip around Italy. Liguria, Tuscany, Rome, Amalfi and ending in Capri.","English, Italian",United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BNTAxMDQzNzA3Nl5BMl5BanBnXkFtZTgwNzU4MDk4MTE@._V1_SX300.jpg,75,6.6,"16,257",tt2967006,movie,N/A,"$2,880,537",N/A,N/A,True,,6.6/10,88%,75/100,,,,
The Expendables 3,2014,PG-13,15 Aug 2014,126 min,"Action, Adventure, Comedy",Patrick Hughes,"Sylvester Stallone, Creighton Rothenberger, Katrin Benedikt","Sylvester Stallone, Jason Statham, Jet Li","Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.","English, Romanian, Spanish","United States, France, Germany, Bulgaria",2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BODU5ODMyMzg2MV5BMl5BanBnXkFtZTgwMTA2MTcxMjE@._V1_SX300.jpg,35,6.1,"203,428",tt2333784,movie,N/A,"$39,322,544",N/A,N/A,True,,6.1/10,32%,35/100,,,,
Frank,2012,N/A,01 Sep 2012,94 min,Drama,Richard Heslop,Richard Heslop,"Darren Beaumont, Con O'Neill, Kellie Shirley","Caught up in a world he doesn't fit into, FRANK tells the unique story of an lonely outsider who manages to find friends in the strangest of places.",English,United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BMTU0Mzg2MzA1MV5BMl5BanBnXkFtZTcwOTM1Mjg1OA@@._V1_SX300.jpg,N/A,6.6,53,tt1815706,movie,N/A,N/A,N/A,N/A,True,,6.6/10,,,,,,
The Giver,2014,PG-13,15 Aug 2014,97 min,"Drama, Romance, Sci-Fi",Phillip Noyce,"Michael Mitnick, Robert B. Weide, Lois Lowry","Brenton Thwaites, Jeff Bridges, Meryl Streep","In a seemingly perfect community without war, pain, suffering, differences, or choices, a young boy is chosen to learn from an elderly man, the true pain and pleasure of the real world.",English,"Canada, South Africa, United States",3 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTY1MTIxMjg2Ml5BMl5BanBnXkFtZTgwMjUyNzgwMjE@._V1_SX300.jpg,47,6.4,"129,351",tt0435651,movie,N/A,"$45,090,374",N/A,N/A,True,,6.4/10,34%,47/100,,,,
Frank,2007,PG,N/A,90 min,Family,Douglas Cheney,Robin Bradford,"Greg Amici, David Browneagle, Brian Burnett","A young urban family spends summers on an idyllic island. When an abandoned, mangy mutt wanders onto the property, the dad alerts Animal Control - but the children beg to keep the dog. A compromise is reached: the kids can nurse F...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTY1ODM2NjE2N15BMl5BanBnXkFtZTcwMzM1OTc3MQ@@._V1_SX300.jpg,N/A,5.1,267,tt0795383,movie,N/A,N/A,N/A,N/A,True,,5.1/10,,,,,,
Jake Squared,2013,R,15 Aug 2014,100 min,"Comedy, Drama",Howard Goldberg,Howard Goldberg,"Elias Koteas, Jennifer Jason Leigh, Virginia Madsen",A filmmaker sets out to make a new project in order to figure out how he's screwed up every relationship he's ever had.,English,United States,8 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNTk3MjY4OTU1Ml5BMl5BanBnXkFtZTgwMjA3MDYxMjE@._V1_SX300.jpg,30,4.2,642,tt2314374,movie,N/A,"$2,592",N/A,N/A,True,,4.2/10,22%,30/100,,,,
Jealousy,1993,N/A,27 May 1993,30 min,Comedy,Robbie Coltrane,"Robbie Coltrane, Morag Fullarton","Peter Capaldi, Jennifer Saunders, Kevin Allen",Despite trying to cure himself with a hypnosis tape John Pettigrew is insanely jealous of his wife Jane Margory and convinced she is having an affair with her handsome water aerobics instructor. Seeing a name and number in her dia...,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BODE4MjQ3NDIzNV5BMl5BanBnXkFtZTgwMDEyMjIzMjE@._V1_SX300.jpg,N/A,6.3,53,tt0544877,episode,,,,,True,,6.3/10,,,,7,6,tt0083402
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Jealousy,2008,N/A,12 Jan 2008,97 min,Drama,Brent Madison,Brent Madison,"Joe Hammerstone, Devlin Wilder, Danielle Taraschi","After a lifetime of friendship, two friends, Brian Young and Nathan Beckman, soon find themselves plagued by the ending of their relationship when they become envious of each other's lives.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU0MDIwMjIxMl5BMl5BanBnXkFtZTcwMDU0Mjc1MQ@@._V1_SX300.jpg,N/A,5.5,13,tt1065093,movie,N/A,N/A,N/A,N/A,True,,5.5/10,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Jealousy,1934,Approved,23 Nov 1934,66 min,"Drama, Musical, Romance",Roy William Neill,"Argyle Campbell, Kubec Glasmon, Joseph Moncure March","Nancy Carroll, George Murphy, Donald Cook","Larry O'Roark is a boxer who's insanely posssesive and jealous of his fiancee, Jo. the sight of her and her employer, Mr. Lambert, at ringside during his big fight distracts Larry and he is knocked out. He then promises never to b...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDkyZGViNjMtNWNkOS00NjFjLTk1YTktYzZmODNkNTdiZWRmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,N/A,5.4,65,tt0025327,movie,N/A,N/A,N/A,N/A,True,,5.4/10,,,,,,
Jealousy,1916,Approved,20 Nov 1916,50 min,Drama,Will S. Davis,Will S. Davis,"Valeska Suratt, Lew Walter, Charline Mayfield","Carney marries Agnes Maynard and soon forgets his old sorrow. Anne, tired of her mock wedded life, attempts to make Roland jealous of his wife. She induces Carney to visit the home of Randolph Parsons. There Roland finds his wife,...","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMmY3NmRkOWYtNTJhNy00Yzc2LTkxZWItMzI2MGJkMWViMDBkXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt0006879,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Jealousy,1984,Not Rated,23 Jan 1984,100 min,Drama,Jeffrey Bloom,Jeffrey Bloom,"Angie Dickinson, Paul Michael Glaser, Bo Svenson",Angie Dickinson stars in three separate vignettes as a woman whose life is dramatically affected by jealousy.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BY2NhYTM5YzgtOTg2Ny00MTc0LTlhNmItMjY0MzZiNjA3YTc1XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.2,146,tt0087497,movie,N/A,N/A,N/A,N/A,True,,5.2/10,,,,,,
Jealousy,1945,Approved,23 Jul 1945,71 min,"Film-Noir, Mystery",Gustav Machatý,"Dalton Trumbo, Arnold Lipp","John Loder, Karen Morley, Jane Randolph","The wife of an alcoholic writer must take a job as a taxi driver to make ends meet. A young man she picks up as a fare befriends her, but after her husband is found murdered, the police suspect she and her new friend committed the...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ3MWJlZWYtNjI2Mi00Y2ZjLTk5NjMtNjhiYzBmNDUwYzc0XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.2,246,tt0037829,movie,N/A,N/A,N/A,N/A,True,,6.2/10,,,,,,
Jealousy,1931,N/A,28 Aug 1931,56 min,Drama,G.B. Samuelson,"John McNally, G.B. Samuelson","Lilian Oldland, Malcolm Keen, Harold French",N/A,English,United Kingdom,N/A,N/A,N/A,N/A,N/A,tt0151119,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Jealousy,1929,Passed,13 Sep 1929,66 min,Drama,Jean de Limur,"Louis Verneuil, Eugene Walter, Garrett Fort","Jeanne Eagels, Fredric March, Halliwell Hobbes","Yvonne, proprietor of a Paris gown shop, marries Pierre, a poor artist, concealing from him an affair she had with Rigaud, an elderly boulevardier who bought the shop for her. Encountering financial difficulties, Yvonne goes to Ri...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDE1ZGM4ODYtYmJmOS00MDVmLWI2ZjAtZjU5YTI4ZWNiYmI5XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_SX300.jpg,N/A,N/A,N/A,tt0020043,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Jealousy,2016,N/A,N/A,7 min,"Short, Drama, Mystery",Cole Seidl,Cole Seidl,"Joshua Barsness, Sierra Schermerhorn",An absent narrator watches and analyzes his wife's actions as she has dinner with a mutual friend.,English,United States,N/A,N/A,N/A,N/A,N/A,tt6777038,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
What If,2013,PG-13,15 Aug 2014,98 min,"Comedy, Romance",Michael Dowse,"Elan Mastai, T.J. Dawe, Michael Rinaldi","Daniel Radcliffe, Zoe Kazan, Megan Park","Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",English,"Canada, Ireland",2 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTcyODc4Njg4OF5BMl5BanBnXkFtZTgwNDIwNDA4MTE@._V1_SX300.jpg,59,6.8,"83,360",tt1486834,movie,N/A,"$3,493,000",N/A,N/A,True,,6.8/10,73%,59/100,,,,
Into the Storm,2014,PG-13,08 Aug 2014,89 min,"Action, Adventure, Drama",Steven Quale,John Swetnam,"Richard Armitage, Sarah Wayne Callies, Matt Walsh","Storm trackers, thrill-seekers, and everyday townspeople document an unprecedented onslaught of tornadoes touching down in the town of Silverton.",English,United States,3 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMjMwODI2ODc3Nl5BMl5BanBnXkFtZTgwMDQwNjkwMjE@._V1_SX300.jpg,44,5.8,"73,498",tt2106361,movie,N/A,"$47,615,959",N/A,N/A,True,,5.8/10,21%,44/100,,,,
Into the Storm,2009,TV-PG,31 May 2009,99 min,"Biography, Drama, History",Thaddeus O'Sullivan,Hugh Whitemore,"Brendan Gleeson, Clive Mantle, Adrian Scarborough","Continuing the storyline of The Gathering Storm (2002), Churchill at War is a look at the former British prime minister's life and career at the end of WWII.",English,"United Kingdom, United States",Won 2 Primetime Emmys. 5 wins & 37 nominations total,https://m.media-amazon.com/images/M/MV5BNWU3Nzg4NmUtMDA5Ny00ZDg4LTkwZjAtY2I2Mjg0ZmE5NGUyXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.0,"6,061",tt0992993,movie,N/A,N/A,N/A,N/A,True,,7.0/10,,,,,,
Teenage Mutant Ninja Turtles,2014,PG-13,08 Aug 2014,101 min,"Action, Adventure, Comedy",Jonathan Liebesman,"Josh Appelbaum, André Nemec, Evan Daugherty","Megan Fox, Will Arnett, William Fichtner","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","English, Japanese",United States,1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNjUzODQ5MDY5NV5BMl5BanBnXkFtZTgwOTc1NzcyMjE@._V1_SX300.jpg,31,5.8,"227,702",tt1291150,movie,N/A,"$191,204,754",N/A,N/A,True,,5.8/10,20%,31/100,,,,
What If,2013,N/A,15 Aug 2013,90 min,Mystery,Hari Mahesh,Hari Mahesh,"Marcia L. Chun, Nick Corvello, Billynaire Cruz",A psychiatrist who can't help himself.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDRiMjUwMmQtNDEzZi00ZmQyLWJlYWUtYzA3NDlmODk3NTZlXkEyXkFqcGdeQXVyMjUwNDcwMDQ@._V1_SX300.jpg,N/A,5.2,60,tt2375761,movie,N/A,N/A,N/A,N/A,True,,5.2/10,73%,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Teenage Mutant Ninja Turtles,1990,PG,30 Mar 1990,93 min,"Action, Adventure, Comedy",Steve Barron,"Kevin Eastman, Peter Laird, Bobby Herbeck","Judith Hoag, Elias Koteas, Josh Pais",Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.,"English, French","Hong Kong, United States",3 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNzg3NTQ4NDk5NV5BMl5BanBnXkFtZTgwNzMzNDg4NjE@._V1_SX300.jpg,51,6.8,"110,825",tt0100758,movie,N/A,"$135,384,756",N/A,N/A,True,,6.8/10,46%,51/100,,,,
What If,2012,N/A,25 Jun 2012,25 min,"Short, Drama","Max Giwa, Dania Pasquini","Joshua St Johnston, Dania Pasquini","Noel Clarke, George Sargeant, Pauline Pearce","A rendering of Rudyard Kipling's IF, What If is a short film that tells the story of a boy who learns fundamental life lessons on nobility, patience, generosity and how to become an admirable young man.",English,United Kingdom,N/A,N/A,N/A,6.3,67,tt2245916,movie,N/A,N/A,N/A,N/A,True,,6.3/10,,,,,,
What If,2021,N/A,N/A,12 min,"Short, Horror",Tammy Klembith,Tammy Klembith,"Helynn Castro, Elizabeth Selby","A woman experiences strange occurrences that trigger events beyond her control, including the very nature of her own existence.",English,United States,24 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BOWNhOWFlZGEtZjQ4ZS00OTBmLTg2M2MtNjYwMTgwZDg4ZDZmXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt13787088,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
What If,2019,N/A,06 Nov 2019,7 min,"Documentary, Short",Noah Berlow,"Noah Berlow, Aryn Free Kelly",N/A,"This short documentary film shatters the preconceptions of homelessness, explores the ramifications of unstable housing for children, and provides a solution to adverse childhood experiences and future health outcomes through the ...",English,United States,9 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BOTgwOWU4M2EtNjNmNi00YjY0LWJiMGEtNTQ4OGU4ZGQ3M2VjXkEyXkFqcGdeQXVyMTA3ODQxNjQ2._V1_SX300.jpg,N/A,N/A,N/A,tt11285376,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Step Up All In,2014,PG-13,08 Aug 2014,112 min,"Drama, Music, Romance",Trish Sie,"Duane Adler, John Swetnam","Ryan Guzman, Briana Evigan, Adam Sevani","Dancer Sean Asa goes to Hollywood and forms a group with Andie West and his friend Moose. Together, they will need to face the renowned Grim Knights in a famous competition.",English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BMTUzMjUyODA1Nl5BMl5BanBnXkFtZTgwMjIwNTQ5MTE@._V1_SX300.jpg,45,5.9,"36,839",tt2626350,movie,N/A,"$14,904,384",N/A,N/A,True,,5.9/10,43%,45/100,,,,
Web Junkie,2013,Not Rated,20 Jan 2014,74 min,"Documentary, Biography, Drama","Hilla Medalia, Shosh Shlam","Hilla Medalia, Shosh Shlam",Ran Tao,"This uniquely telling film takes an entertaining and unsettling look into Chinese rehabilitation centers treating internet addiction, which the Chinese government has classified as a serious clinical disorder.","English, Mandarin, Chinese","Israel, United States, China",6 nominations,https://m.media-amazon.com/images/M/MV5BMTc3MTIxNzU4OF5BMl5BanBnXkFtZTgwMzA4MjI4MDE@._V1_SX300.jpg,67,6.4,651,tt2064745,movie,N/A,N/A,N/A,N/A,True,,6.4/10,74%,67/100,,,,
Get on Up,2014,PG-13,01 Aug 2014,139 min,"Biography, Drama, Music",Tate Taylor,"Jez Butterworth, John-Henry Butterworth, Steven Baigelman","Chadwick Boseman, Nelsan Ellis, Dan Aykroyd",A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,English,"United Kingdom, United States",4 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMTY1NjAyMTUzMl5BMl5BanBnXkFtZTgwMTM4NzQ4MTE@._V1_SX300.jpg,71,6.9,"26,899",tt2473602,movie,N/A,"$30,703,100",N/A,N/A,True,,6.9/10,80%,71/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Kick,1920,N/A,01 May 1920,18 min,"Comedy, Short",Grover Jones,Grover Jones,"Milburn Morante, Raye Hampton, Florence Gilbert","A husband acts as the despot in his more modern household. Then, however, comes the dry period and without the fire water to inspire him, the man lapses into an indifferent state during which he is ruled forcibly by his wife. With...",None,United States,N/A,N/A,N/A,4.5,11,tt0386574,movie,N/A,N/A,N/A,N/A,True,,4.5/10,,,,,,
