Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Season,Episode,seriesID,totalSeasons
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Romeo Must Die,2000,R,22 Mar 2000,115 min,"Action, Crime, Thriller",Andrzej Bartkowiak,"Mitchell Kapner, Eric Bernt, John Jarrell","Jet Li, Aaliyah, Isaiah Washington",An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,"English, Chinese",United States,2 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTI5Nzg1MjA5M15BMl5BanBnXkFtZTYwNzAxNzg2._V1_SX300.jpg,52,6.1,"76,428",tt0165929,movie,N/A,"$55,973,336",N/A,N/A,6.1/10,33%,52/100,,,,
True,,Erin Brockovich,2000,R,17 Mar 2000,131 min,"Biography, Drama",Steven Soderbergh,Susannah Grant,"Julia Roberts, Albert Finney, David Brisbin",A flamboyant law firm secretary works tirelessly to gain justice for a small town wrecked by a utility company's pollution.,English,United States,Won 1 Oscar. 33 wins & 59 nominations total,https://m.media-amazon.com/images/M/MV5BZTNkNzkzYTEtYTJkMC00MTNkLWE0YjMtOGYxNGI0ODNiMzIwXkEyXkFqcGc@._V1_SX300.jpg,73,7.5,"237,249",tt0195685,movie,N/A,"$125,595,205",N/A,N/A,7.5/10,85%,73/100,,,,
True,,Final Destination,2000,R,17 Mar 2000,98 min,"Horror, Thriller",James Wong,"Glen Morgan, James Wong, Jeffrey Reddick","Devon Sawa, Ali Larter, Kerr Smith","After getting a premonition about a plane crash on his school trip, Alex, a student, saves a few of his classmates. However, their situation gets complicated when death starts chasing them.","English, French","United States, Canada",3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1MjlmOWYtYzdjMS00OTgwLThjMDctZWU4N2FkZjgyNTJiXkEyXkFqcGc@._V1_SX300.jpg,39,6.7,"326,625",tt0195714,movie,N/A,"$53,331,147",N/A,N/A,6.7/10,50%,39/100,,,,
True,,The Ninth Gate,1999,R,10 Mar 2000,133 min,"Mystery, Thriller",Roman Polanski,"Arturo Pérez-Reverte, John Brownjohn, Enrique Urbizu","Johnny Depp, Frank Langella, Lena Olin",A dealer of rare books finds himself at the heart of a string of paranormal events when he is hired to find the last two copies of a text capable of summoning the devil.,"English, French, Latin, Portuguese, Spanish","France, Spain, United States",2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BOTQ2ODM2NjktMzJjMC00MWJiLWI2MjMtMzhiOTFmMzc1ZDUyXkEyXkFqcGc@._V1_SX300.jpg,44,6.7,"205,868",tt0142688,movie,N/A,"$18,661,336",N/A,N/A,6.7/10,44%,44/100,,,,
True,,God's Army,2000,PG,10 Mar 2000,108 min,Drama,Richard Dutcher,Richard Dutcher,"Matthew A. Brown, Richard Dutcher, Jacque Gray",Life as a Mormon missionary isn't what 19-year-old Brandon Allen expected: so many rules and so few successes. Los Angeles is as unrepentant as Sodom and Gomorrah. He's forced to share a small apartment with five young prank-lovin...,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYWIxOTQ2MDgtZWMyMC00YTA3LWIyODktMmRjYzZhZjQ4MzE5XkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_SX300.jpg,38,6.2,"1,144",tt0238247,movie,29 Mar 2005,"$2,637,726",N/A,N/A,6.2/10,,38/100,,,,
True,,The Next Best Thing,2000,PG-13,03 Mar 2000,108 min,"Comedy, Drama, Romance",John Schlesinger,Tom Ropelewski,"Madonna, Rupert Everett, Benjamin Bratt","Abbie, tired of failed relationships, has a one-night-stand with her gay friend; they agree to raise the resulting baby together.","English, French",United States,3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZWU3OGYwMzQtOGI3OC00OWFhLWJkMDctMGJjNmMzYmEwNTcyXkEyXkFqcGc@._V1_SX300.jpg,25,4.7,"12,029",tt0156841,movie,N/A,"$14,990,582",N/A,N/A,4.7/10,19%,25/100,,,,
True,,What Planet Are You From?,2000,R,03 Mar 2000,105 min,"Comedy, Sci-Fi",Mike Nichols,"Garry Shandling, Michael Leeson, Ed Solomon","Garry Shandling, Annette Bening, John Goodman",A human-looking alien from a highly advanced but emotionless all-male society is sent to Earth to impregnate a woman and bring the child back to their planet. The alien ends up falling in love there. A suspicious F.A.A. Agent targ...,English,"Germany, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BMTM4ODgzNDU2OF5BMl5BanBnXkFtZTYwMjI1Njc2._V1_SX300.jpg,41,5.6,"10,042",tt0181151,movie,N/A,"$6,291,602",N/A,N/A,5.6/10,41%,41/100,,,,
True,,Drowning Mona,2000,PG-13,03 Mar 2000,96 min,"Comedy, Crime, Mystery",Nick Gomez,Peter Steinfeld,"Danny DeVito, Bette Midler, Neve Campbell","When a woman drives a car into the river to her death, everyone in town becomes a suspect.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BNGQzZjFmMzYtMTlmZC00OTM1LTkwNDktN2Y3MDhjMWVlYjc2XkEyXkFqcGc@._V1_SX300.jpg,25,5.7,"16,214",tt0186045,movie,N/A,"$15,506,764",N/A,N/A,5.7/10,29%,25/100,,,,
True,,3 Strikes,2000,R,01 Mar 2000,82 min,Comedy,DJ Pooh,DJ Pooh,"Brian Hooks, N'Bushe Wright, Faizon Love","Rob has 2 strikes and 3 strikes now means 25 to life. Leaving prison, he's picked up in a stolen car later stopped by the police. Can he prove his innocence before he's caught?",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmY5ODVkNDEtNDU5NC00NDdmLTk0MTYtMWEzMjBhY2UxYzViXkEyXkFqcGc@._V1_SX300.jpg,11,4.7,"3,740",tt0199290,movie,N/A,"$9,832,166",N/A,N/A,4.7/10,0%,11/100,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Reindeer Games,2000,R,25 Feb 2000,104 min,"Action, Crime, Thriller",John Frankenheimer,Ehren Kruger,"Ben Affleck, Gary Sinise, Charlize Theron","After assuming his dead cell-mate's identity to get with the other man's girlfriend, an ex-convict finds himself a reluctant participant in a casino heist.",English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BMGZmNTBjNjUtYjhlMi00NTZhLWE1YTktNzA4MmNlZTc3YmM0XkEyXkFqcGc@._V1_SX300.jpg,37,5.8,"43,965",tt0184858,movie,N/A,"$23,368,995",N/A,N/A,5.8/10,25%,37/100,,,,
True,,The Girl in the Basement,1996,R,25 Oct 2005,113 min,"Drama, Horror, Thriller",Shayne Worcester,"Kyle Rankin, Efram Potelle, Shayne Worcester","Kyle Rankin, Mary Skinner, Muriel Kenderdine","Alec is a social outcast with a tortured past. In a sudden lapse of reason, he attacks a co-worker, Kate, and ties her up in his basement. As she struggles to escape alive, Alec begins a downward spiral toward a startling conclusion.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODNiNTY0OWItNGE0MS00MjljLTg0MDEtZmI0M2RkMWY4MzRjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,N/A,4.3,216,tt0234583,movie,N/A,N/A,N/A,N/A,4.3/10,,,,,,
True,,Wonder Boys,2000,R,25 Feb 2000,107 min,"Comedy, Drama",Curtis Hanson,"Michael Chabon, Steve Kloves","Michael Douglas, Tobey Maguire, Frances McDormand","An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",English,"United States, Germany, United Kingdom, Japan",Won 1 Oscar. 21 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BOTJmNmIxMTYtNzA4Ni00N2VhLWIxYjYtMDFlNDQ5NjcxZTBmXkEyXkFqcGc@._V1_SX300.jpg,74,7.2,"67,814",tt0185014,movie,N/A,"$19,393,557",N/A,N/A,7.2/10,81%,74/100,,,,
True,,Lost in Hollywood,1992,N/A,N/A,81 min,"Drama, Thriller",John Sjogren,John Sjogren,"Joe Estevez, Mark Warner, Paul Clark","The boiler room is from where telemarketers make their sales pitches. This film depicts an uncaring profession - where getting the almighty dollar is the primary objective - inside or outside of the law, and, no matter who's.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTMzMzg2MTUyNl5BMl5BanBnXkFtZTcwNDE5NzYyMQ@@._V1_SX300.jpg,N/A,4.8,78,tt0166108,movie,N/A,N/A,N/A,N/A,4.8/10,,,,,,
True,,Hanging Up,2000,PG-13,18 Feb 2000,94 min,"Comedy, Drama",Diane Keaton,"Delia Ephron, Nora Ephron","Meg Ryan, Diane Keaton, Lisa Kudrow","A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close.",English,"Germany, United States",2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMDZkZjE3NDItZjk4MC00OWU4LWI0MjctOWU2NWM4ZTkzZTI2XkEyXkFqcGc@._V1_SX300.jpg,33,4.8,"13,676",tt0162983,movie,N/A,"$36,050,230",N/A,N/A,4.8/10,13%,33/100,,,,
True,,Boiler Room,2000,R,18 Feb 2000,120 min,"Crime, Drama, Thriller",Ben Younger,Ben Younger,"Giovanni Ribisi, Vin Diesel, Nia Long","A college dropout, attempting to live up to his father's high standards, gets a job as a broker for a suburban investment firm which puts him on the fast track to success. But the job might not be as legitimate as it first appeare...","English, Russian",United States,1 win & 9 nominations total,https://m.media-amazon.com/images/M/MV5BZGU2NmQwNTQtNzVkYi00MDg4LTk5NWUtZDE5ZWM2NDA1N2JlXkEyXkFqcGc@._V1_SX300.jpg,63,7.0,"58,620",tt0181984,movie,N/A,"$16,970,581",N/A,N/A,7.0/10,66%,63/100,,,,
True,,Pitch Black,2000,R,18 Feb 2000,109 min,"Horror, Sci-Fi, Thriller",David Twohy,"Jim Wheat, Ken Wheat, David Twohy","Radha Mitchell, Cole Hauser, Vin Diesel",A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.,"English, Arabic",United States,2 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNGJlYjllOTUtZGRiNS00YmI4LTkxYmItYjBmYTdmZWZlMTMxXkEyXkFqcGc@._V1_SX300.jpg,49,7.0,"261,288",tt0134847,movie,N/A,"$39,240,659",N/A,N/A,7.0/10,59%,49/100,,,,
True,,Pitch Black,2023,N/A,09 Oct 2023,17 min,Short,Guillym Davenport,Guillym Davenport,N/A,"Inside the claustrophobic worlds of three young men immersed in the online black-pill subculture, as they struggle to reckon with their actions.",English,Australia,2 nominations,https://m.media-amazon.com/images/M/MV5BMjM5ZDcwY2QtNDA2Zi00Y2E0LWIzNjgtZmZiOGNjZjNhMTVlXkEyXkFqcGdeQXVyMTI4NzI2OTUy._V1_SX300.jpg,N/A,N/A,N/A,tt29579836,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Whole Nine Yards,2000,R,18 Feb 2000,98 min,"Comedy, Crime",Jonathan Lynn,Mitchell Kapner,"Bruce Willis, Matthew Perry, Rosanna Arquette","A struggling dentist's life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster's whereabouts.","English, French, Spanish",United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BMjA4Nzk4NzU4MF5BMl5BanBnXkFtZTYwNzU0MDc3._V1_SX300.jpg,47,6.7,"133,978",tt0190138,movie,N/A,"$57,262,492",N/A,N/A,6.7/10,42%,47/100,,,,
True,,The Beach,2000,R,11 Feb 2000,119 min,"Adventure, Drama, Romance",Danny Boyle,"John Hodge, Alex Garland","Leonardo DiCaprio, Tilda Swinton, Daniel York Loh","On vacation in Thailand, Richard sets out for an island rumored to be a solitary beach paradise.","English, Mandingo, French, Swedish, Thai, Serbian","United Kingdom, United States",7 nominations total,https://m.media-amazon.com/images/M/MV5BYTljNTg1YjktY2I3MS00MmQwLWJkYTAtYzcwZjRjM2ExNDJjXkEyXkFqcGc@._V1_SX300.jpg,43,6.6,"264,267",tt0163978,movie,N/A,"$39,785,027",N/A,N/A,6.6/10,21%,43/100,,,,
True,,Snow Day,2022,TV-G,16 Dec 2022,77 min,"Comedy, Family, Musical",Michael Lembeck,"Samantha Martin, Will McRobb, Chris Viscardi","Fabi Aguirre, Logan Aultman, Deena Aziz","Your family is in for a flurry of fun with Snow Day, a musical reimagining of the beloved classic comedy film that follows a group of kids who discover that anything is possible when you break routines and take giant risks.",English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BYjFjOTdkMzktYTEwOS00MjQ0LTk4M2UtNGQ4NDI5ZmJiOThmXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.2,362,tt23622516,movie,N/A,N/A,N/A,N/A,4.2/10,,,,,,
True,,Snow Day,2014,G,N/A,60 min,"Documentary, Action, Drama",Erica Milsom,Erica Milsom,"Roland Bame, Earl Erikson, Dave Hamling","'Snow Day' is a documentary film about life, death, and skiing that follows a group of senior citizens on their weekly ski trip in the Colorado Rockies. Full of life, but frequently facing profound adversity, these men and women s...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2ZkMzc0ZTAtODRhMS00NWQ4LWFlZDctNTdjMzdiODBiNThmXkEyXkFqcGdeQXVyMjk2NDAzMA@@._V1_SX300.jpg,N/A,9.1,33,tt4163946,movie,N/A,N/A,N/A,N/A,9.1/10,,,,,,
True,,Snow Day,2000,PG,11 Feb 2000,89 min,"Adventure, Comedy, Family",Chris Koch,"Will McRobb, Chris Viscardi","Chris Elliott, Mark Webber, Jean Smart","When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed.",English,"Germany, United States",4 nominations total,https://m.media-amazon.com/images/M/MV5BOGYwZjYyYWItZjFjMC00M2QwLWEzMzMtOWM2MjMxYjg4YjZjXkEyXkFqcGc@._V1_SX300.jpg,34,5.2,"14,423",tt0184907,movie,N/A,"$60,020,107",N/A,N/A,5.2/10,29%,34/100,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Scream 3,2000,R,04 Feb 2000,116 min,"Horror, Mystery",Wes Craven,"Kevin Williamson, Ehren Kruger","David Arquette, Neve Campbell, Courteney Cox","In Hollywood, a new Ghostface starts killing the cast of Stab 3, a movie sequel whose previous movies were based on the Woodsboro and Windsor College killings. Forcing the survivors of those previous attacks to confront terror onc...",English,United States,6 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMzc4MThjNDItNWIzYy00NjA5LWExMTAtNjAzZGQwZTViN2ZiXkEyXkFqcGc@._V1_SX300.jpg,56,5.7,"178,300",tt0134084,movie,N/A,"$89,143,175",N/A,N/A,5.7/10,45%,56/100,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Eye of the Beholder,1999,R,28 Jan 2000,109 min,"Drama, Mystery, Thriller",Stephan Elliott,"Marc Behm, Stephan Elliott","Ewan McGregor, Ashley Judd, Patrick Bergin","A private eye shadows a female serial killer of men all over the U.S. without her knowing as he, strangely enough, occasionally acts as her guardian angel.",English,"Canada, United Kingdom, Australia, United States",1 win total,https://m.media-amazon.com/images/M/MV5BZjE1NTI3NGYtMjAwZC00N2EwLTliY2MtNDliOTg2OWVjNjY0XkEyXkFqcGc@._V1_SX300.jpg,29,5.0,"16,268",tt0120662,movie,N/A,"$16,500,786",N/A,N/A,5.0/10,9%,29/100,,,,
True,,Eye of the Beholder,2021,N/A,08 May 2021,3 min,"Short, Music",William Allen,William Allen,William Allen,"True Beauty is often said to be determined by the eye of the beholder, but many don't open their eyes to see it.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDA5YzJmYTctMWI5Ni00MGIwLWI3YzktZjZlMTcxZGEzYmJlXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt36607228,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Isn't She Great,2000,R,28 Jan 2000,95 min,"Biography, Comedy, Drama",Andrew Bergman,"Michael Korda, Paul Rudnick","Bette Midler, Nathan Lane, Stockard Channing","Bette Midler and Nathan Lane star in this comedy about Jacqueline Susann, the ambitious woman of dubious talent who wrote Valley of the Dolls, a best-selling novel that became a sensation.",English,"United Kingdom, Germany, Canada, Japan, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BNGFlYjUzZjYtYzEzOC00NDZiLThhYTEtMzY0ODhiMWNkOTg1XkEyXkFqcGc@._V1_SX300.jpg,34,5.3,"2,591",tt0141399,movie,N/A,"$2,962,465",N/A,N/A,5.3/10,25%,34/100,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Down to You,2000,PG-13,21 Jan 2000,91 min,"Comedy, Drama, Romance",Kris Isacsson,Kris Isacsson,"Freddie Prinze Jr., Julia Stiles, Selma Blair","College students Al and Imogen meet and fall in love, but fear of commitment causes them to go their separate ways.","English, French",United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMzE3MDg2M2QtMGM3Yi00NjIyLWI0NGQtMjViMzIwMDFkOTQ1XkEyXkFqcGc@._V1_SX300.jpg,13,5.0,"16,088",tt0186975,movie,N/A,"$20,069,008",N/A,N/A,5.0/10,3%,13/100,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Supernova,2000,PG-13,14 Jan 2000,90 min,"Horror, Sci-Fi, Thriller","Walter Hill, Francis Ford Coppola, Jack Sholder","William Malone, Daniel Chuba, David C. Wilson","James Spader, Peter Facinelli, Robin Tunney",A deep space rescue and recovery spaceship with a crew of 6 receives a distress call from a mining operation 3432 light years away. A rescue operation via dimension jump is made. Bad idea.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDYxYWEyYTUtOWFkMi00ZDFkLWExMWUtZjc0ZmQxNjZiMGM4XkEyXkFqcGc@._V1_SX300.jpg,19,4.9,"20,483",tt0134983,movie,N/A,"$14,230,455",N/A,N/A,4.9/10,11%,19/100,,,,
True,,Supernova,2005,Not Rated,05 Sep 2005,172 min,"Action, Adventure, Drama",John Harrison,"Steven H. Berman, Stephen Niver, Don Keith Opper","Luke Perry, Tia Carrere, Peter Fonda",A scientific possibility becomes a terrifying reality when the most powerful force in the universe threatens to hurtle home.,"English, French","United States, South Africa",N/A,https://m.media-amazon.com/images/M/MV5BNGE4ZDIxMWItZWU1ZC00OTAyLTkwZjctYzlmMGJhZjg2YjcxXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_SX300.jpg,N/A,3.7,"1,851",tt0419373,movie,N/A,N/A,N/A,N/A,3.7/10,,,,,,
True,,Supernova,2020,R,29 Jan 2021,95 min,"Drama, Romance",Harry Macqueen,Harry Macqueen,"Colin Firth, Stanley Tucci, Pippa Haywood","Sam and Tusker are traveling across England in their old RV to visit friends, family and places from their past. Since Tusker was diagnosed with dementia two years ago, their time together is the most important thing they have.",English,United Kingdom,3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZmZlYmFmYWYtYjQyNi00MzQ0LWFlZDMtMGI2NTZjMzUwZTE0XkEyXkFqcGc@._V1_SX300.jpg,73,6.9,"15,563",tt11169050,movie,N/A,"$234,220",N/A,N/A,6.9/10,89%,73/100,,,,
True,,Next Friday,2000,R,12 Jan 2000,98 min,Comedy,Steve Carr,"Ice Cube, DJ Pooh","Ice Cube, Mike Epps, Justin Pierce","A streetwise man flees South Central Los Angeles, heading to the suburbs and his lottery-winner uncle and cousin, to avoid a neighborhood thug with a grudge who has just escaped from prison.","English, Spanish",United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BZmU0MTAwNDAtYmU1Zi00NDViLThkZDYtYmVhZGJhM2E4NzMxXkEyXkFqcGc@._V1_SX300.jpg,41,6.1,"46,627",tt0195945,movie,N/A,"$57,328,603",N/A,N/A,6.1/10,22%,41/100,,,,
True,,My Dog Skip,2000,PG,03 Mar 2000,95 min,"Comedy, Drama, Family",Jay Russell,"Willie Morris, Gail Gilchriest","Frankie Muniz, Kevin Bacon, Diane Lane","A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip.","English, German",United States,7 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTc1NDgxMjg5MV5BMl5BanBnXkFtZTYwNTUxODc5._V1_SX300.jpg,61,7.0,"21,613",tt0156812,movie,N/A,"$34,134,641",N/A,N/A,7.0/10,73%,61/100,,,,
True,,The Third Miracle,1999,R,20 Apr 2000,119 min,Drama,Agnieszka Holland,"Richard Vetere, John Romano","Sofia Polanska, Pavol Simon, Ivan Lukac","The Vatican sends a priest to verify some miracles, performed by a woman who has been nominated for sainthood. During his investigation, the priest, who is experiencing a crisis of faith, re-discovers his own purpose in life.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNTFhMjU4ZGYtZjBlZC00Y2I3LTkwY2EtYmE2ZjRjZjRlZjIxXkEyXkFqcGc@._V1_SX300.jpg,55,6.5,"3,595",tt0174268,movie,N/A,"$591,142",N/A,N/A,6.5/10,68%,55/100,,,,
True,,The Hurricane,1937,Approved,07 Feb 1938,104 min,"Action, Adventure, Drama",John Ford,"Dudley Nichols, Oliver H.P. Garrett, Charles Nordhoff","Dorothy Lamour, Jon Hall, Mary Astor",A Polynesian sailor unjustly imprisoned after defending himself against a colonial bully is relentlessly persecuted by his island's martinet French governor.,English,United States,Won 1 Oscar. 3 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZjBhOWM2YjEtMzM3Zi00M2NmLWFhZmYtYmYxNTc1YmU3MWI4XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.1,"3,282",tt0029030,movie,N/A,N/A,N/A,N/A,7.1/10,,,,,,
True,,The Hurricane,1999,R,14 Jan 2000,146 min,"Biography, Drama, Sport",Norman Jewison,"Rubin 'Hurricane' Carter, Sam Chaiton, Terry Swinton","Denzel Washington, Vicellous Shannon, Deborah Kara Unger","The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",English,United States,Nominated for 1 Oscar. 7 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BNmFhODUzNGMtMjZhMC00ZDI4LWFhYzYtMmM3MDcyMGZlYWM2XkEyXkFqcGc@._V1_SX300.jpg,74,7.6,"105,197",tt0174856,movie,N/A,"$50,699,241",N/A,N/A,7.6/10,82%,74/100,,,,
True,,The Hurricane,1926,N/A,26 Feb 1926,N/A,N/A,John Frederick Caldwell,N/A,"Alice Lake, Stuart Holmes, Jack Richardson",N/A,"None, English",United States,N/A,N/A,N/A,N/A,N/A,tt0327907,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Talented Mr. Ripley,1999,R,25 Dec 1999,139 min,"Crime, Drama, Thriller",Anthony Minghella,"Patricia Highsmith, Anthony Minghella","Matt Damon, Gwyneth Paltrow, Jude Law","In late 1950s New York, a young underachiever named Tom Ripley is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.","English, Italian",United States,Nominated for 5 Oscars. 10 wins & 81 nominations total,https://m.media-amazon.com/images/M/MV5BYzI2ZmU3MWMtZmRlMi00ZmVlLTkwMDMtZmI1YTg4YzcwMDE0XkEyXkFqcGc@._V1_SX300.jpg,76,7.4,"264,777",tt0134119,movie,N/A,"$81,298,265",N/A,N/A,7.4/10,85%,76/100,,,,
True,,Snow Falling on Cedars,1999,PG-13,07 Jan 2000,127 min,"Drama, Mystery, Romance",Scott Hicks,"David Guterson, Ron Bass, Scott Hicks","Ethan Hawke, Max von Sydow, Yûki Kudô","A Japanese-American fisherman is accused of killing his neighbor at sea. In the 1950s, race figures into the trial. So does reporter Ishmael.","English, Japanese, German",United States,Nominated for 1 Oscar. 5 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BYjRkYmY4NDUtZDg3YS00MWQzLTk1M2MtNzc4NjZkYzNlZjM1XkEyXkFqcGc@._V1_SX300.jpg,44,6.7,"14,817",tt0120834,movie,N/A,"$14,417,593",N/A,N/A,6.7/10,39%,44/100,,,,
True,,Titus,2013,N/A,28 Sep 2013,94 min,"Drama, Music",Charlie Cattrall,Nico Mensinga,"Ron Cephas Jones, Ann Mitchell, Jasmine Cephas Jones",Titus is a modern-day story of a displaced African American jazz musician trying to come to terms with his troubled past.,English,United Kingdom,2 nominations,https://m.media-amazon.com/images/M/MV5BZTMyZDcxMDEtNDUzZi00ZjcxLWIxN2YtZDQ1ODJlMWQ2YjU3XkEyXkFqcGdeQXVyMjI3NjMyODY@._V1_SX300.jpg,N/A,5.8,17,tt2194542,movie,N/A,N/A,N/A,N/A,5.8/10,,,,,,
True,,Angela's Ashes,1999,R,21 Jan 2000,145 min,"Biography, Drama",Alan Parker,"Frank McCourt, Laura Jones, Alan Parker","Emily Watson, Robert Carlyle, Joe Breen","An Irish Catholic family returns to 1930s Limerick after a child's death in America. The unemployed I.R.A. veteran father struggles with poverty, prejudice and alcoholism as the family endures harsh slum conditions.","English, Latin","United States, United Kingdom, Ireland",Nominated for 1 Oscar. 5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BODQ0N2IyN2EtYWQxZi00Zjg2LTlmNzMtYmRlYzU2NDkxNGQ5XkEyXkFqcGc@._V1_SX300.jpg,54,7.3,"23,686",tt0145653,movie,N/A,"$13,042,112",N/A,N/A,7.3/10,52%,54/100,,,,
True,,Titus,1999,R,11 Feb 2000,162 min,"Drama, History, Thriller",Julie Taymor,"William Shakespeare, Julie Taymor","Anthony Hopkins, Jessica Lange, Osheen Jones","Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family.","English, Latin","United Kingdom, Italy, United States",Nominated for 1 Oscar. 4 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BNWUwZTY1ODAtZDY1ZS00YTJmLThkY2UtNDU1NjA4OTcxNThlXkEyXkFqcGc@._V1_SX300.jpg,57,7.0,"22,019",tt0120866,movie,N/A,"$2,007,290",N/A,N/A,7.0/10,69%,57/100,,,,
True,,Man on the Moon,1999,R,22 Dec 1999,118 min,"Biography, Comedy, Drama",Milos Forman,"Scott Alexander, Larry Karaszewski","Jim Carrey, Danny DeVito, Gerry Becker",The life and career of legendary comedian Andy Kaufman.,English,"United Kingdom, Germany, Japan, United States",5 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BYjQ1NmQ3MjItNGNiZC00OWFiLWFiYjktN2E5MzAzZDYwNjdhXkEyXkFqcGc@._V1_SX300.jpg,58,7.4,"140,789",tt0125664,movie,N/A,"$34,607,430",N/A,N/A,7.4/10,64%,58/100,,,,
